date,campaign_name,campaign_objective,ad_set,ad_name,placement,impressions,clicks,spend_gbp,conversions,conversion_value_gbp
2025-08-28,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,instagram_stories,5341,78,146.41,2,357.60
2025-08-28,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,facebook_feed,2703,30,172.77,5,969.12
2025-08-28,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,instagram_feed,3013,113,80.60,0,0.00
2025-08-29,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,instagram_feed,9406,352,306.68,9,1040.48
2025-08-29,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,instagram_stories,3902,42,121.64,2,335.32
2025-08-29,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,instagram_feed,6386,167,170.28,4,754.36
2025-08-29,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,instagram_feed,2198,26,74.08,0,0.00
2025-08-30,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,facebook_feed,3455,51,212.91,5,728.04
2025-08-30,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,instagram_feed,3062,53,87.47,1,223.94
2025-08-30,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,instagram_feed,4927,99,124.96,5,586.35
2025-08-30,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,instagram_feed,1284,40,58.57,0,0.00
2025-08-31,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,instagram_stories,4371,151,230.08,4,698.32
2025-08-31,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,facebook_feed,2935,45,95.16,1,259.46
2025-08-31,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,facebook_feed,2361,89,147.08,5,661.36
2025-08-31,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,instagram_feed,1767,61,60.05,0,0.00
2025-09-01,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,instagram_feed,7188,93,384.36,12,1151.79
2025-09-01,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,instagram_feed,6428,218,180.27,2,453.30
2025-09-01,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,instagram_stories,3931,138,197.94,8,1097.30
2025-09-01,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,instagram_feed,1941,75,92.63,0,0.00
2025-09-02,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,facebook_feed,7978,154,378.12,10,1177.76
2025-09-02,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,facebook_feed,5284,70,145.28,3,377.55
2025-09-02,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,facebook_feed,5029,79,195.13,5,878.41
2025-09-02,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,reels,1855,39,79.09,0,0.00
2025-09-03,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,facebook_feed,10132,366,343.73,11,1098.30
2025-09-03,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,facebook_feed,3693,103,175.69,2,463.97
2025-09-03,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,instagram_stories,4779,163,214.73,5,961.36
2025-09-03,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,instagram_stories,2757,39,88.27,0,0.00
2025-09-04,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,facebook_feed,12795,209,353.10,8,1121.18
2025-09-04,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,instagram_stories,3923,148,168.03,2,393.02
2025-09-04,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,facebook_feed,5429,156,193.39,6,1100.44
2025-09-04,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,instagram_stories,2388,65,84.89,0,0.00
2025-09-05,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,instagram_feed,6093,212,307.91,5,961.95
2025-09-05,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,instagram_feed,3494,96,181.29,2,461.31
2025-09-05,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,reels,4309,119,221.63,9,1038.97
2025-09-05,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,instagram_stories,2888,89,86.33,0,0.00
2025-09-06,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,instagram_feed,9165,199,243.13,6,737.93
2025-09-06,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,instagram_feed,2703,90,116.99,1,269.89
2025-09-06,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,instagram_feed,7335,100,198.22,10,1138.26
2025-09-06,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,instagram_feed,1635,59,61.50,0,0.00
2025-09-07,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,facebook_feed,6376,120,283.21,4,801.80
2025-09-07,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,facebook_feed,3723,142,140.52,3,401.72
2025-09-07,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,instagram_stories,4116,94,176.66,5,887.39
2025-09-07,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,instagram_stories,1402,30,66.57,0,0.00
2025-09-08,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,instagram_feed,14590,569,375.13,7,1008.84
2025-09-08,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,facebook_feed,5664,181,163.91,2,444.60
2025-09-08,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,reels,8119,147,245.79,12,1342.40
2025-09-08,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,instagram_feed,3650,46,102.75,0,0.00
2025-09-09,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,instagram_stories,7385,196,303.99,5,859.24
2025-09-09,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,instagram_feed,4027,97,170.48,3,393.50
2025-09-09,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,instagram_feed,6280,179,227.55,8,1188.90
2025-09-09,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,instagram_stories,2966,77,92.56,0,0.00
2025-09-10,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,instagram_feed,8406,121,325.35,6,1112.90
2025-09-10,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,instagram_feed,3909,149,176.43,2,433.11
2025-09-10,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,facebook_feed,6114,225,223.88,9,1012.64
2025-09-10,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,reels,3665,103,92.18,0,0.00
2025-09-11,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,instagram_stories,14157,457,363.32,10,1089.23
2025-09-11,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,facebook_feed,4257,118,141.61,2,311.01
2025-09-11,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,facebook_feed,7800,156,224.61,9,1124.87
2025-09-11,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,instagram_feed,1457,43,81.96,0,0.00
2025-09-12,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,instagram_feed,9671,183,370.35,7,961.30
2025-09-12,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,facebook_feed,3912,116,165.64,2,471.07
2025-09-12,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,instagram_feed,6358,189,200.04,9,991.07
2025-09-12,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,instagram_stories,2659,31,89.60,0,0.00
2025-09-13,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,instagram_stories,7853,174,257.30,7,718.58
2025-09-13,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,reels,4175,153,111.60,2,308.57
2025-09-13,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,instagram_stories,6483,150,180.28,4,868.04
2025-09-13,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,instagram_feed,1011,19,63.20,0,0.00
2025-09-14,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,instagram_stories,5443,129,227.23,5,593.16
2025-09-14,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,instagram_stories,4337,68,135.09,1,301.12
2025-09-14,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,facebook_feed,5387,197,165.22,6,912.96
2025-09-14,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,instagram_feed,2598,52,67.18,0,0.00
2025-09-15,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,instagram_feed,6812,272,331.62,7,1024.94
2025-09-15,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,facebook_feed,2970,105,151.85,2,412.57
2025-09-15,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,instagram_feed,4440,97,198.14,7,1040.19
2025-09-15,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,instagram_feed,3245,45,83.09,0,0.00
2025-09-16,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,instagram_feed,13431,291,359.17,6,974.96
2025-09-16,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,instagram_stories,3201,46,144.08,2,390.73
2025-09-16,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,instagram_feed,4905,66,219.15,5,1016.18
2025-09-16,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,instagram_feed,3711,59,100.47,0,0.00
2025-09-17,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,facebook_feed,13488,442,340.46,10,1047.09
2025-09-17,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,instagram_stories,4623,73,182.66,3,405.36
2025-09-17,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,instagram_stories,5038,123,224.78,7,1052.86
2025-09-17,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,instagram_feed,2021,43,98.76,0,0.00
2025-09-18,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,facebook_feed,11512,394,297.39,8,989.42
2025-09-18,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,instagram_feed,4344,147,151.72,3,404.39
2025-09-18,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,facebook_feed,6317,64,216.13,11,1122.48
2025-09-18,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,reels,2560,80,89.83,0,0.00
2025-09-19,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,instagram_feed,9274,103,367.93,6,1053.52
2025-09-19,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,facebook_feed,5933,192,173.42,4,462.93
2025-09-19,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,facebook_feed,7890,274,241.05,8,1209.61
2025-09-19,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,reels,2730,50,89.16,0,0.00
2025-09-20,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,instagram_stories,4455,150,243.40,5,632.14
2025-09-20,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,facebook_feed,3390,106,123.29,1,294.28
2025-09-20,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,instagram_stories,6842,125,195.39,9,831.73
2025-09-20,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,instagram_feed,2080,64,60.90,0,0.00
2025-09-21,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,instagram_feed,5533,181,277.02,6,928.48
2025-09-21,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,facebook_feed,2632,54,107.62,2,289.78
2025-09-21,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,instagram_stories,3492,89,178.86,5,814.82
2025-09-21,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,reels,2537,70,78.22,0,0.00
2025-09-22,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,instagram_feed,12816,409,333.20,8,964.33
2025-09-22,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,instagram_feed,5726,104,184.32,3,462.48
2025-09-22,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,facebook_feed,9705,360,244.80,10,1385.07
2025-09-22,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,reels,2326,73,98.86,0,0.00
2025-09-23,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,instagram_feed,5172,133,339.21,9,885.42
2025-09-23,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,instagram_feed,5360,124,151.36,3,415.63
2025-09-23,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,facebook_feed,9476,261,254.17,8,1099.06
2025-09-23,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,instagram_stories,1466,47,95.41,0,0.00
2025-09-24,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,facebook_feed,5658,60,288.07,8,919.49
2025-09-24,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,instagram_stories,2599,31,164.48,2,432.67
2025-09-24,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,instagram_feed,5868,172,248.73,9,1318.59
2025-09-24,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,instagram_feed,3503,93,90.94,0,0.00
2025-09-25,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,facebook_feed,11735,308,349.34,6,915.30
2025-09-25,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,reels,3557,87,141.24,2,320.12
2025-09-25,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,instagram_feed,4026,57,250.13,10,1427.39
2025-09-25,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,instagram_stories,2194,45,86.32,0,0.00
2025-09-26,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,facebook_feed,10143,298,315.37,6,935.24
2025-09-26,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,instagram_stories,5523,194,148.63,2,325.90
2025-09-26,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,facebook_feed,6753,154,242.62,10,1152.68
2025-09-26,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,reels,3441,63,97.76,0,0.00
2025-09-27,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,instagram_stories,9022,326,231.28,5,792.15
2025-09-27,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,facebook_feed,4032,126,125.85,2,306.29
2025-09-27,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,instagram_feed,2578,84,161.30,4,761.65
2025-09-27,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,instagram_stories,1224,28,70.45,0,0.00
2025-09-28,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,facebook_feed,9388,359,284.40,8,860.36
2025-09-28,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,instagram_feed,5703,155,142.77,2,362.89
2025-09-28,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,instagram_stories,6004,195,150.73,5,710.57
2025-09-28,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,instagram_feed,2418,56,72.09,0,0.00
2025-09-29,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,instagram_feed,6133,101,334.41,8,1110.53
2025-09-29,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,instagram_feed,2785,86,164.80,2,353.94
2025-09-29,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,instagram_stories,6406,230,224.10,10,1097.25
2025-09-29,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,instagram_feed,2075,66,81.26,0,0.00
2025-09-30,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,instagram_feed,10500,203,359.35,9,1163.37
2025-09-30,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,facebook_feed,5865,153,153.33,2,375.42
2025-09-30,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,instagram_feed,4125,164,242.15,10,1243.43
2025-09-30,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,reels,3445,66,87.76,0,0.00
2025-10-01,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,instagram_feed,10111,114,341.47,10,1043.43
2025-10-01,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,instagram_feed,2538,47,144.74,2,371.97
2025-10-01,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,facebook_feed,6627,75,203.11,7,1029.01
2025-10-01,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,instagram_feed,2214,54,89.68,0,0.00
2025-10-02,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,instagram_feed,12935,216,369.92,9,1095.05
2025-10-02,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,instagram_stories,3110,41,163.20,2,383.17
2025-10-02,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,facebook_feed,5036,76,217.44,6,1114.08
2025-10-02,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,instagram_stories,1703,37,92.27,0,0.00
2025-10-03,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,instagram_stories,11799,412,366.09,7,1196.37
2025-10-03,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,facebook_feed,4863,158,143.58,2,379.88
2025-10-03,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,instagram_stories,6558,212,243.14,9,1315.84
2025-10-03,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,reels,3183,76,81.86,0,0.00
2025-10-04,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,instagram_feed,7642,258,220.65,4,567.62
2025-10-04,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,instagram_feed,3730,144,105.05,1,264.60
2025-10-04,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,facebook_feed,4585,133,182.22,8,946.57
2025-10-04,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,instagram_feed,1796,24,61.66,0,0.00
2025-10-05,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,instagram_feed,5706,220,249.24,5,778.19
2025-10-05,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,instagram_feed,3781,105,108.18,1,287.86
2025-10-05,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,facebook_feed,2857,47,148.36,4,671.20
2025-10-05,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,instagram_stories,2314,71,63.68,0,0.00
2025-10-06,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,facebook_feed,10090,250,320.48,5,926.54
2025-10-06,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,instagram_stories,3498,82,172.78,2,395.49
2025-10-06,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,facebook_feed,5498,188,240.70,10,1299.76
2025-10-06,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,reels,1901,75,100.08,0,0.00
2025-10-07,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,facebook_feed,10901,343,318.22,5,817.49
2025-10-07,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,instagram_feed,2378,40,153.43,2,389.60
2025-10-07,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,facebook_feed,4375,146,200.24,6,911.99
2025-10-07,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,reels,3750,110,101.15,0,0.00
2025-10-08,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,reels,13667,538,364.62,7,1238.00
2025-10-08,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,instagram_stories,6255,200,160.08,3,360.12
2025-10-08,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,facebook_feed,4131,52,191.93,8,1103.01
2025-10-08,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,reels,2188,63,84.78,0,0.00
2025-10-09,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,facebook_feed,7585,166,283.35,5,874.46
2025-10-09,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,instagram_stories,3883,42,167.98,3,452.44
2025-10-09,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,reels,7806,81,237.45,11,1270.01
2025-10-09,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,instagram_stories,1232,25,76.11,0,0.00
2025-10-10,Prospecting_Mens_UK,conversions,Prospecting_Mens_UK_AS1,Prospecting_Mens_UK_Ad1,facebook_feed,6872,95,299.97,10,989.73
2025-10-10,Prospecting_Mens_EU,conversions,Prospecting_Mens_EU_AS1,Prospecting_Mens_EU_Ad1,facebook_feed,4183,135,158.72,2,412.89
2025-10-10,Retargeting_AllUsers,conversions,Retargeting_AllUsers_AS1,Retargeting_AllUsers_Ad1,instagram_stories,8051,117,237.63,6,1144.23
2025-10-10,Brand_Awareness_UK,awareness,Brand_Awareness_UK_AS1,Brand_Awareness_UK_Ad1,reels,1994,71,97.46,0,0.00
