date,campaign_name,campaign_type,ad_group,impressions,clicks,spend_gbp,conversions,conversion_value_gbp
2025-04-20,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,1814,74,190.26,6,706.96
2025-04-21,Brand_Search_UK,search,Brand_Search_UK_AG1,1704,135,143.68,6,698.28
2025-04-21,Brand_Search_EU,search,Brand_Search_EU_AG1,1048,56,52.79,1,182.57
2025-04-21,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1579,93,126.65,2,405.65
2025-04-21,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1422,103,94.54,2,363.53
2025-04-21,Shopping_All_EU,shopping,Shopping_All_EU_AG1,831,47,64.09,1,208.99
2025-04-21,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,731,39,38.72,0,45.49
2025-04-21,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,3972,302,247.16,5,862.17
2025-04-22,Brand_Search_UK,search,Brand_Search_UK_AG1,1169,85,145.71,5,736.91
2025-04-22,Brand_Search_EU,search,Brand_Search_EU_AG1,759,21,43.28,1,171.44
2025-04-22,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2330,152,122.69,4,478.45
2025-04-22,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1790,56,90.24,2,353.71
2025-04-22,Shopping_All_EU,shopping,Shopping_All_EU_AG1,789,33,61.20,1,172.48
2025-04-22,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,466,26,33.77,0,41.80
2025-04-22,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,1856,71,215.04,5,863.09
2025-04-23,Brand_Search_UK,search,Brand_Search_UK_AG1,1351,62,132.20,5,757.44
2025-04-23,Brand_Search_EU,search,Brand_Search_EU_AG1,705,52,55.09,1,192.33
2025-04-23,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1153,78,116.42,3,416.60
2025-04-23,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1637,67,88.99,2,364.89
2025-04-23,Shopping_All_EU,shopping,Shopping_All_EU_AG1,556,11,56.72,1,179.83
2025-04-23,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,505,36,36.54,0,44.81
2025-04-23,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,3612,107,202.65,3,646.86
2025-04-24,Brand_Search_UK,search,Brand_Search_UK_AG1,2062,77,154.68,4,669.94
2025-04-24,Brand_Search_EU,search,Brand_Search_EU_AG1,950,23,57.50,1,237.13
2025-04-24,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1522,72,115.01,3,409.32
2025-04-24,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1414,40,80.37,2,312.21
2025-04-24,Shopping_All_EU,shopping,Shopping_All_EU_AG1,606,18,62.61,1,168.69
2025-04-24,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,489,16,33.95,0,44.74
2025-04-24,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,3527,270,225.08,5,876.70
2025-04-25,Brand_Search_UK,search,Brand_Search_UK_AG1,2292,59,122.86,5,582.84
2025-04-25,Brand_Search_EU,search,Brand_Search_EU_AG1,589,41,43.55,0,168.59
2025-04-25,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1704,117,110.62,3,413.62
2025-04-25,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1056,21,82.48,2,283.63
2025-04-25,Shopping_All_EU,shopping,Shopping_All_EU_AG1,1139,62,64.19,1,189.62
2025-04-25,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,556,29,30.18,0,39.64
2025-04-25,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,2175,86,209.51,5,671.36
2025-04-26,Brand_Search_UK,search,Brand_Search_UK_AG1,1774,122,126.97,3,546.01
2025-04-26,Brand_Search_EU,search,Brand_Search_EU_AG1,411,28,39.75,0,146.07
2025-04-26,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1356,45,85.34,2,308.82
2025-04-26,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1474,42,75.18,2,278.81
2025-04-26,Shopping_All_EU,shopping,Shopping_All_EU_AG1,996,71,52.62,0,151.94
2025-04-26,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,255,18,25.09,0,31.96
2025-04-26,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,2264,70,166.16,4,582.50
2025-04-27,Brand_Search_UK,search,Brand_Search_UK_AG1,1356,41,118.10,3,660.05
2025-04-27,Brand_Search_EU,search,Brand_Search_EU_AG1,805,20,42.99,1,149.65
2025-04-27,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1863,88,104.93,2,356.93
2025-04-27,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1244,67,65.13,2,282.01
2025-04-27,Shopping_All_EU,shopping,Shopping_All_EU_AG1,796,50,45.80,1,154.28
2025-04-27,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,347,19,29.34,0,32.39
2025-04-27,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,2327,178,175.44,4,656.49
2025-04-28,Brand_Search_UK,search,Brand_Search_UK_AG1,1202,70,134.86,5,749.42
2025-04-28,Brand_Search_EU,search,Brand_Search_EU_AG1,407,23,45.16,1,200.50
2025-04-28,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1491,102,112.02,4,402.78
2025-04-28,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,701,54,81.33,2,292.54
2025-04-28,Shopping_All_EU,shopping,Shopping_All_EU_AG1,629,27,53.63,1,173.06
2025-04-28,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,426,15,35.03,0,36.85
2025-04-28,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,4518,280,244.01,5,980.42
2025-04-29,Brand_Search_UK,search,Brand_Search_UK_AG1,1367,104,136.63,5,741.34
2025-04-29,Brand_Search_EU,search,Brand_Search_EU_AG1,550,29,44.21,1,183.39
2025-04-29,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2002,88,104.10,2,353.97
2025-04-29,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,845,55,76.50,2,277.58
2025-04-29,Shopping_All_EU,shopping,Shopping_All_EU_AG1,1040,68,53.02,1,174.54
2025-04-29,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,483,17,39.60,0,51.08
2025-04-29,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,3843,161,258.49,5,916.16
2025-04-30,Brand_Search_UK,search,Brand_Search_UK_AG1,1706,67,141.21,4,664.78
2025-04-30,Brand_Search_EU,search,Brand_Search_EU_AG1,542,24,47.29,1,190.66
2025-04-30,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,940,53,105.88,2,364.50
2025-04-30,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1354,31,99.94,1,332.19
2025-04-30,Shopping_All_EU,shopping,Shopping_All_EU_AG1,539,26,62.95,0,170.43
2025-04-30,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,794,33,40.33,0,55.39
2025-04-30,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,2134,82,229.04,5,813.50
2025-05-01,Brand_Search_UK,search,Brand_Search_UK_AG1,1641,72,126.21,5,614.49
2025-05-01,Brand_Search_EU,search,Brand_Search_EU_AG1,506,27,54.02,1,190.14
2025-05-01,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1772,124,124.12,3,489.44
2025-05-01,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1140,50,96.70,2,414.04
2025-05-01,Shopping_All_EU,shopping,Shopping_All_EU_AG1,678,35,61.29,1,190.02
2025-05-01,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,300,17,33.49,0,40.25
2025-05-01,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,2555,185,237.23,5,769.66
2025-05-02,Brand_Search_UK,search,Brand_Search_UK_AG1,1146,52,120.65,4,692.99
2025-05-02,Brand_Search_EU,search,Brand_Search_EU_AG1,577,44,47.85,1,168.01
2025-05-02,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1737,58,105.64,3,422.29
2025-05-02,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,752,48,92.95,3,399.08
2025-05-02,Shopping_All_EU,shopping,Shopping_All_EU_AG1,984,52,61.72,1,195.03
2025-05-02,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,444,32,32.61,0,42.25
2025-05-02,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,4036,301,203.12,5,655.42
2025-05-03,Brand_Search_UK,search,Brand_Search_UK_AG1,2187,167,118.55,4,525.44
2025-05-03,Brand_Search_EU,search,Brand_Search_EU_AG1,502,24,33.63,0,118.94
2025-05-03,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1352,44,96.16,2,313.25
2025-05-03,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,873,24,58.80,1,196.66
2025-05-03,Shopping_All_EU,shopping,Shopping_All_EU_AG1,651,22,48.88,1,165.60
2025-05-03,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,514,24,29.37,0,39.65
2025-05-03,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,1539,66,146.59,4,561.97
2025-05-04,Brand_Search_UK,search,Brand_Search_UK_AG1,1281,37,106.16,4,495.56
2025-05-04,Brand_Search_EU,search,Brand_Search_EU_AG1,710,30,39.00,0,133.18
2025-05-04,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1635,101,82.38,2,316.07
2025-05-04,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,581,31,67.14,1,263.17
2025-05-04,Shopping_All_EU,shopping,Shopping_All_EU_AG1,936,26,48.97,1,130.71
2025-05-04,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,337,17,22.95,0,27.01
2025-05-04,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,2289,123,188.34,4,703.89
2025-05-05,Brand_Search_UK,search,Brand_Search_UK_AG1,2606,166,136.13,4,749.15
2025-05-05,Brand_Search_EU,search,Brand_Search_EU_AG1,581,31,42.16,1,177.38
2025-05-05,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1592,94,118.94,2,436.35
2025-05-05,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,952,31,96.70,3,329.43
2025-05-05,Shopping_All_EU,shopping,Shopping_All_EU_AG1,494,35,51.13,1,164.10
2025-05-05,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,317,15,33.44,0,42.17
2025-05-05,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,3613,154,210.52,4,700.52
2025-05-06,Brand_Search_UK,search,Brand_Search_UK_AG1,1443,76,145.84,5,762.33
2025-05-06,Brand_Search_EU,search,Brand_Search_EU_AG1,578,42,46.46,1,206.45
2025-05-06,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2003,72,129.73,2,428.51
2025-05-06,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1217,85,86.56,1,313.00
2025-05-06,Shopping_All_EU,shopping,Shopping_All_EU_AG1,555,44,67.67,1,221.23
2025-05-06,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,358,13,30.21,0,31.53
2025-05-06,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,3018,125,248.62,5,885.75
2025-05-07,Brand_Search_UK,search,Brand_Search_UK_AG1,1862,41,149.52,4,728.22
2025-05-07,Brand_Search_EU,search,Brand_Search_EU_AG1,621,22,46.93,1,183.67
2025-05-07,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1115,44,116.42,4,401.55
2025-05-07,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1664,118,91.97,2,351.98
2025-05-07,Shopping_All_EU,shopping,Shopping_All_EU_AG1,871,24,65.87,1,205.99
2025-05-07,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,464,35,37.44,0,41.55
2025-05-07,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,3456,231,212.35,4,639.26
2025-05-08,Brand_Search_UK,search,Brand_Search_UK_AG1,1718,74,142.52,5,759.31
2025-05-08,Brand_Search_EU,search,Brand_Search_EU_AG1,722,22,47.71,1,216.33
2025-05-08,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1900,107,113.22,2,370.09
2025-05-08,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1732,123,90.32,2,355.51
2025-05-08,Shopping_All_EU,shopping,Shopping_All_EU_AG1,876,43,64.54,1,183.04
2025-05-08,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,661,52,36.27,0,41.50
2025-05-08,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,2476,53,193.36,6,694.50
2025-05-09,Brand_Search_UK,search,Brand_Search_UK_AG1,2349,108,147.97,4,669.65
2025-05-09,Brand_Search_EU,search,Brand_Search_EU_AG1,787,36,44.64,1,194.78
2025-05-09,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,873,18,107.81,3,388.32
2025-05-09,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1239,59,80.77,2,275.61
2025-05-09,Shopping_All_EU,shopping,Shopping_All_EU_AG1,883,50,53.19,1,174.72
2025-05-09,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,468,22,34.16,0,41.73
2025-05-09,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,4173,210,212.21,4,784.41
2025-05-10,Brand_Search_UK,search,Brand_Search_UK_AG1,1418,54,105.09,4,473.61
2025-05-10,Brand_Search_EU,search,Brand_Search_EU_AG1,406,10,37.27,1,151.69
2025-05-10,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1640,65,103.07,2,373.46
2025-05-10,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,626,23,66.33,2,260.19
2025-05-10,Shopping_All_EU,shopping,Shopping_All_EU_AG1,580,36,51.68,0,144.01
2025-05-10,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,316,17,24.67,0,30.65
2025-05-10,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,1736,96,162.26,4,552.59
2025-05-11,Brand_Search_UK,search,Brand_Search_UK_AG1,2314,152,117.32,5,520.76
2025-05-11,Brand_Search_EU,search,Brand_Search_EU_AG1,387,16,38.06,0,134.46
2025-05-11,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1040,48,99.27,2,330.48
2025-05-11,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1251,45,68.81,2,254.02
2025-05-11,Shopping_All_EU,shopping,Shopping_All_EU_AG1,615,21,40.48,0,112.62
2025-05-11,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,542,31,28.60,0,35.83
2025-05-11,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,1806,123,180.84,3,624.11
2025-05-12,Brand_Search_UK,search,Brand_Search_UK_AG1,2348,127,123.84,3,529.95
2025-05-12,Brand_Search_EU,search,Brand_Search_EU_AG1,990,58,51.81,2,202.95
2025-05-12,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2063,156,108.00,2,402.75
2025-05-12,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1586,104,94.81,3,345.47
2025-05-12,Shopping_All_EU,shopping,Shopping_All_EU_AG1,582,29,67.77,1,176.60
2025-05-12,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,523,19,33.50,0,44.34
2025-05-12,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,3084,164,232.34,4,701.41
2025-05-13,Brand_Search_UK,search,Brand_Search_UK_AG1,1535,108,135.95,6,727.53
2025-05-13,Brand_Search_EU,search,Brand_Search_EU_AG1,808,41,44.74,1,199.05
2025-05-13,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2225,102,128.85,3,396.98
2025-05-13,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1117,42,75.72,1,312.08
2025-05-13,Shopping_All_EU,shopping,Shopping_All_EU_AG1,606,44,60.77,1,156.79
2025-05-13,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,469,12,33.79,0,38.44
2025-05-13,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,3228,241,189.74,5,683.20
2025-05-14,Brand_Search_UK,search,Brand_Search_UK_AG1,1888,102,118.26,5,595.87
2025-05-14,Brand_Search_EU,search,Brand_Search_EU_AG1,611,12,52.20,1,221.18
2025-05-14,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1687,70,131.12,4,494.65
2025-05-14,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1457,67,80.80,2,322.58
2025-05-14,Shopping_All_EU,shopping,Shopping_All_EU_AG1,934,32,52.21,1,178.31
2025-05-14,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,378,9,39.03,0,49.41
2025-05-14,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,2841,99,219.11,4,665.43
2025-05-15,Brand_Search_UK,search,Brand_Search_UK_AG1,1272,30,128.33,5,683.43
2025-05-15,Brand_Search_EU,search,Brand_Search_EU_AG1,897,21,50.35,1,190.50
2025-05-15,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1349,54,121.32,4,463.10
2025-05-15,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,826,65,95.01,2,344.90
2025-05-15,Shopping_All_EU,shopping,Shopping_All_EU_AG1,948,55,55.88,1,156.61
2025-05-15,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,452,34,38.43,0,44.52
2025-05-15,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,3952,250,230.13,8,919.93
2025-05-16,Brand_Search_UK,search,Brand_Search_UK_AG1,1820,59,126.90,4,653.75
2025-05-16,Brand_Search_EU,search,Brand_Search_EU_AG1,408,23,42.39,1,179.52
2025-05-16,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2150,94,134.20,4,446.48
2025-05-16,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,672,52,79.12,2,309.50
2025-05-16,Shopping_All_EU,shopping,Shopping_All_EU_AG1,1243,58,62.60,1,201.99
2025-05-16,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,450,26,36.93,0,47.11
2025-05-16,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,3811,289,192.98,5,712.18
2025-05-17,Brand_Search_UK,search,Brand_Search_UK_AG1,1022,28,109.47,5,594.22
2025-05-17,Brand_Search_EU,search,Brand_Search_EU_AG1,485,11,40.67,0,141.23
2025-05-17,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1612,96,88.13,1,301.03
2025-05-17,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1015,51,64.78,1,224.28
2025-05-17,Shopping_All_EU,shopping,Shopping_All_EU_AG1,686,16,46.43,0,155.08
2025-05-17,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,312,11,27.99,0,29.77
2025-05-17,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,2204,64,179.19,3,604.09
2025-05-18,Brand_Search_UK,search,Brand_Search_UK_AG1,1342,103,103.35,3,444.89
2025-05-18,Brand_Search_EU,search,Brand_Search_EU_AG1,776,50,40.09,0,149.03
2025-05-18,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1409,91,90.92,2,337.87
2025-05-18,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1085,34,64.38,1,229.25
2025-05-18,Shopping_All_EU,shopping,Shopping_All_EU_AG1,765,53,47.62,0,150.83
2025-05-18,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,347,26,24.16,0,30.01
2025-05-18,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,2162,71,169.38,5,538.59
2025-05-19,Brand_Search_UK,search,Brand_Search_UK_AG1,1422,104,121.97,4,538.51
2025-05-19,Brand_Search_EU,search,Brand_Search_EU_AG1,777,27,46.58,0,162.19
2025-05-19,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2061,133,104.86,2,342.00
2025-05-19,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1577,81,83.79,1,358.84
2025-05-19,Shopping_All_EU,shopping,Shopping_All_EU_AG1,914,70,51.49,1,172.39
2025-05-19,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,527,13,35.32,0,41.98
2025-05-19,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,2569,144,217.72,8,777.35
2025-05-20,Brand_Search_UK,search,Brand_Search_UK_AG1,2774,187,152.62,5,777.86
2025-05-20,Brand_Search_EU,search,Brand_Search_EU_AG1,434,18,48.73,1,184.63
2025-05-20,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1066,32,114.02,2,352.98
2025-05-20,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,925,37,75.12,2,268.75
2025-05-20,Shopping_All_EU,shopping,Shopping_All_EU_AG1,699,18,54.44,1,151.58
2025-05-20,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,449,18,33.06,0,39.96
2025-05-20,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,4299,287,253.12,8,1015.34
2025-05-21,Brand_Search_UK,search,Brand_Search_UK_AG1,1447,91,145.09,7,824.02
2025-05-21,Brand_Search_EU,search,Brand_Search_EU_AG1,710,42,55.63,1,192.04
2025-05-21,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1189,87,122.13,2,412.38
2025-05-21,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1600,122,87.59,2,299.50
2025-05-21,Shopping_All_EU,shopping,Shopping_All_EU_AG1,736,38,67.25,1,205.54
2025-05-21,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,309,9,29.91,0,40.00
2025-05-21,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,1974,46,200.45,6,714.16
2025-05-22,Brand_Search_UK,search,Brand_Search_UK_AG1,2118,94,153.64,5,710.46
2025-05-22,Brand_Search_EU,search,Brand_Search_EU_AG1,626,46,43.11,1,174.67
2025-05-22,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1993,63,122.43,3,395.87
2025-05-22,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1182,54,73.25,2,276.13
2025-05-22,Shopping_All_EU,shopping,Shopping_All_EU_AG1,923,50,64.56,1,172.70
2025-05-22,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,525,39,36.87,0,48.62
2025-05-22,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,3279,159,247.82,8,892.23
2025-05-23,Brand_Search_UK,search,Brand_Search_UK_AG1,2741,73,138.18,5,792.45
2025-05-23,Brand_Search_EU,search,Brand_Search_EU_AG1,879,42,56.04,1,203.81
2025-05-23,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1971,69,128.64,4,507.87
2025-05-23,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1004,26,75.60,1,282.25
2025-05-23,Shopping_All_EU,shopping,Shopping_All_EU_AG1,758,45,51.44,0,135.92
2025-05-23,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,641,30,35.08,0,35.99
2025-05-23,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,3570,164,194.50,5,630.86
2025-05-24,Brand_Search_UK,search,Brand_Search_UK_AG1,2037,42,111.62,3,631.63
2025-05-24,Brand_Search_EU,search,Brand_Search_EU_AG1,410,14,32.76,1,132.48
2025-05-24,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,840,39,103.46,3,341.82
2025-05-24,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,596,18,64.17,1,236.16
2025-05-24,Shopping_All_EU,shopping,Shopping_All_EU_AG1,598,16,50.28,1,131.77
2025-05-24,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,470,18,24.63,0,30.79
2025-05-24,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,1666,56,185.20,6,712.59
2025-05-25,Brand_Search_UK,search,Brand_Search_UK_AG1,1383,65,105.35,3,488.53
2025-05-25,Brand_Search_EU,search,Brand_Search_EU_AG1,543,29,35.90,1,123.07
2025-05-25,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,989,38,98.28,2,323.55
2025-05-25,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,588,13,69.51,2,267.17
2025-05-25,Shopping_All_EU,shopping,Shopping_All_EU_AG1,592,38,48.98,1,161.95
2025-05-25,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,214,7,23.99,0,29.22
2025-05-25,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,1581,32,160.78,3,582.80
2025-05-26,Brand_Search_UK,search,Brand_Search_UK_AG1,1470,79,144.98,4,631.15
2025-05-26,Brand_Search_EU,search,Brand_Search_EU_AG1,859,24,52.44,1,201.43
2025-05-26,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1003,55,123.66,3,476.96
2025-05-26,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1096,56,87.86,2,359.93
2025-05-26,Shopping_All_EU,shopping,Shopping_All_EU_AG1,808,56,52.41,1,160.07
2025-05-26,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,461,33,33.44,0,40.14
2025-05-26,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,4080,148,210.27,5,714.12
2025-05-27,Brand_Search_UK,search,Brand_Search_UK_AG1,2191,120,152.37,5,675.04
2025-05-27,Brand_Search_EU,search,Brand_Search_EU_AG1,840,45,55.57,1,204.38
2025-05-27,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,1044,32,128.86,3,407.57
2025-05-27,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1378,107,96.99,3,372.49
2025-05-27,Shopping_All_EU,shopping,Shopping_All_EU_AG1,904,33,62.90,1,212.03
2025-05-27,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,651,33,36.59,0,47.62
2025-05-27,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,1721,97,208.79,5,647.12
2025-05-28,Brand_Search_UK,search,Brand_Search_UK_AG1,1571,58,133.11,7,751.70
2025-05-28,Brand_Search_EU,search,Brand_Search_EU_AG1,790,26,54.16,1,243.32
2025-05-28,Shopping_Hoodies_UK,shopping,Shopping_Hoodies_UK_AG1,2012,63,130.86,2,409.19
2025-05-28,Shopping_Tees_UK,shopping,Shopping_Tees_UK_AG1,1817,62,95.89,2,357.90
2025-05-28,Shopping_All_EU,shopping,Shopping_All_EU_AG1,937,53,56.67,1,177.56
2025-05-28,Generic_Streetwear_UK,search,Generic_Streetwear_UK_AG1,512,34,33.50,0,44.14
2025-05-28,PMax_Menswear_UK,pmax,PMax_Menswear_UK_AG1,2036,42,190.56,5,672.97
2025-05-29,Brand_Search_UK,search,Brand_Search_UK_AG1,2212,173,118.45,4,526.04
2025-05-29,Brand_Search_EU,search,Brand_Search_EU_AG1,645,41,48.32,1,218.32
