movement_id,variant_id,date,type,quantity_delta,running_balance,reference_id
mv_0041089,var_000161,2025-09-16T10:41:21,sale,-1,139,ord_029211
mv_0041090,var_000243,2025-09-16T12:15:55,sale,-1,27,ord_029205
mv_0041091,var_000104,2025-09-16T12:15:55,sale,-1,-39,ord_029205
mv_0041092,var_000112,2025-09-16T12:37:56,sale,-1,18,ord_029214
mv_0041093,var_000126,2025-09-16T12:47:14,sale,-1,-40,ord_029212
mv_0041094,var_000136,2025-09-16T13:09:28,sale,-1,-4,ord_029219
mv_0041095,var_000395,2025-09-16T13:17:09,sale,-1,51,ord_029239
mv_0041096,var_000462,2025-09-16T13:17:09,sale,-1,102,ord_029239
mv_0041097,var_000289,2025-09-16T13:25:45,sale,-1,-24,ord_029217
mv_0041098,var_000129,2025-09-16T13:39:08,sale,-1,46,ord_029201
mv_0041099,var_000254,2025-09-16T13:44:53,sale,-1,119,ord_029206
mv_0041100,var_000014,2025-09-16T13:44:53,sale,-1,36,ord_029206
mv_0041101,var_000401,2025-09-16T13:46:40,sale,-1,20,ord_029215
mv_0041102,var_000195,2025-09-16T13:46:40,sale,-1,9,ord_029215
mv_0041103,var_000464,2025-09-16T13:54:55,sale,-1,78,ord_029202
mv_0041104,var_000042,2025-09-16T14:24:34,sale,-1,-81,ord_029244
mv_0041105,var_000011,2025-09-16T14:27:36,sale,-1,-65,ord_029246
mv_0041106,var_000258,2025-09-16T14:27:36,sale,-1,-24,ord_029246
mv_0041107,var_000243,2025-09-16T14:38:02,sale,-1,26,ord_029186
mv_0041108,var_000270,2025-09-16T14:41:40,sale,-1,38,ord_029247
mv_0041109,var_000187,2025-09-16T14:41:40,sale,-1,-106,ord_029247
mv_0041110,var_000187,2025-09-16T14:41:40,sale,-1,-107,ord_029247
mv_0041111,var_000112,2025-09-16T14:41:40,sale,-1,17,ord_029247
mv_0041112,var_000110,2025-09-16T14:44:58,sale,-1,34,ord_029199
mv_0041113,var_000296,2025-09-16T15:06:46,sale,-1,69,ord_029233
mv_0041114,var_000292,2025-09-16T15:18:50,sale,-1,9,ord_029190
mv_0041115,var_000070,2025-09-16T15:29:58,sale,-1,113,ord_029238
mv_0041116,var_000332,2025-09-16T15:29:58,sale,-1,78,ord_029238
mv_0041117,var_000189,2025-09-16T15:33:14,sale,-1,67,ord_029250
mv_0041118,var_000242,2025-09-16T15:41:12,sale,-1,-25,ord_029242
mv_0041119,var_000465,2025-09-16T15:41:12,sale,-1,34,ord_029242
mv_0041120,var_000215,2025-09-16T15:41:12,sale,-1,61,ord_029242
mv_0041121,var_000180,2025-09-16T15:41:12,sale,-1,0,ord_029242
mv_0041122,var_000335,2025-09-16T15:45:04,sale,-1,44,ord_029213
mv_0041123,var_000324,2025-09-16T15:45:04,sale,-1,11,ord_029213
mv_0041124,var_000388,2025-09-16T15:53:43,sale,-1,100,ord_029223
mv_0041125,var_000299,2025-09-16T16:07:51,sale,-1,-20,ord_029216
mv_0041126,var_000375,2025-09-16T16:17:58,sale,-1,11,ord_029225
mv_0041127,var_000063,2025-09-16T16:18:17,sale,-1,-24,ord_029192
mv_0041128,var_000385,2025-09-16T16:23:50,sale,-1,75,ord_029185
mv_0041129,var_000178,2025-09-16T16:23:50,sale,-1,-38,ord_029185
mv_0041130,var_000227,2025-09-16T16:54:34,sale,-1,6,ord_029232
mv_0041131,var_000040,2025-09-16T16:55:18,sale,-1,66,ord_029196
mv_0041132,var_000419,2025-09-16T17:14:13,sale,-1,95,ord_029249
mv_0041133,var_000193,2025-09-16T17:15:07,sale,-1,-68,ord_029183
mv_0041134,var_000412,2025-09-16T17:17:04,sale,-1,37,ord_029218
mv_0041135,var_000015,2025-09-16T17:17:04,sale,-1,96,ord_029218
mv_0041136,var_000155,2025-09-16T17:17:57,sale,-1,-8,ord_029229
mv_0041137,var_000193,2025-09-16T17:17:57,sale,-1,-69,ord_029229
mv_0041138,var_000168,2025-09-16T17:41:59,sale,-1,35,ord_029194
mv_0041139,var_000015,2025-09-16T17:41:59,sale,-1,95,ord_029194
mv_0041140,var_000365,2025-09-16T17:48:58,sale,-1,-3,ord_029220
mv_0041141,var_000283,2025-09-16T18:01:28,sale,-1,-19,ord_029221
mv_0041142,var_000265,2025-09-16T18:01:28,sale,-1,-17,ord_029221
mv_0041143,var_000305,2025-09-16T18:16:48,sale,-1,25,ord_029222
mv_0041144,var_000402,2025-09-16T18:48:49,sale,-1,9,ord_029234
mv_0041145,var_000092,2025-09-16T18:53:56,sale,-1,58,ord_029188
mv_0041146,var_000475,2025-09-16T18:53:56,sale,-1,10,ord_029188
mv_0041147,var_000168,2025-09-16T19:10:21,sale,-1,34,ord_029228
mv_0041148,var_000079,2025-09-16T19:10:21,sale,-1,46,ord_029228
mv_0041149,var_000186,2025-09-16T19:39:07,sale,-1,2,ord_029236
mv_0041150,var_000192,2025-09-16T20:05:07,sale,-1,-129,ord_029231
mv_0041151,var_000002,2025-09-16T20:05:07,sale,-1,20,ord_029231
mv_0041152,var_000084,2025-09-16T20:05:07,sale,-1,32,ord_029231
mv_0041153,var_000293,2025-09-16T20:25:50,sale,-1,15,ord_029204
mv_0041154,var_000451,2025-09-16T20:32:53,sale,-1,34,ord_029252
mv_0041155,var_000302,2025-09-16T20:32:53,sale,-1,43,ord_029252
mv_0041156,var_000098,2025-09-16T20:32:53,sale,-1,-152,ord_029252
mv_0041157,var_000315,2025-09-16T20:39:21,sale,-1,-23,ord_029240
mv_0041158,var_000464,2025-09-16T20:39:21,sale,-1,77,ord_029240
mv_0041159,var_000276,2025-09-16T20:55:51,sale,-1,-17,ord_029197
mv_0041160,var_000194,2025-09-16T21:05:33,sale,-1,66,ord_029254
mv_0041161,var_000427,2025-09-16T21:05:33,sale,-1,116,ord_029254
mv_0041162,var_000166,2025-09-16T21:05:33,sale,-1,106,ord_029254
mv_0041163,var_000188,2025-09-16T21:13:02,sale,-1,-78,ord_029195
mv_0041164,var_000196,2025-09-16T21:13:02,sale,-1,-31,ord_029195
mv_0041165,var_000171,2025-09-16T21:31:39,sale,-1,104,ord_029203
mv_0041166,var_000390,2025-09-16T21:33:48,sale,-1,77,ord_029187
mv_0041167,var_000420,2025-09-16T21:49:18,sale,-1,30,ord_029193
mv_0041168,var_000089,2025-09-16T21:50:06,sale,-1,42,ord_029245
mv_0041169,var_000477,2025-09-16T21:53:23,sale,-1,30,ord_029227
mv_0041170,var_000412,2025-09-16T21:57:52,sale,-1,36,ord_029248
mv_0041171,var_000342,2025-09-16T22:15:52,sale,-1,66,ord_029237
mv_0041172,var_000206,2025-09-16T22:16:14,sale,-1,25,ord_029235
mv_0041173,var_000429,2025-09-16T22:16:14,sale,-1,82,ord_029235
mv_0041174,var_000190,2025-09-16T22:16:14,sale,-1,-17,ord_029235
mv_0041175,var_000065,2025-09-16T22:34:34,sale,-1,128,ord_029251
mv_0041176,var_000324,2025-09-16T22:34:34,sale,-1,10,ord_029251
mv_0041177,var_000295,2025-09-16T22:34:34,sale,-1,24,ord_029251
mv_0041178,var_000021,2025-09-16T22:34:34,sale,-1,-17,ord_029251
mv_0041179,var_000456,2025-09-16T22:35:47,sale,-1,59,ord_029230
mv_0041180,var_000417,2025-09-16T22:35:47,sale,-1,118,ord_029230
mv_0041181,var_000138,2025-09-16T22:45:21,sale,-1,72,ord_029189
mv_0041182,var_000024,2025-09-16T22:56:12,sale,-1,62,ord_029243
mv_0041183,var_000059,2025-09-17T08:14:57,sale,-1,22,ord_029274
mv_0041184,var_000442,2025-09-17T08:30:22,sale,-1,61,ord_029322
mv_0041185,var_000185,2025-09-17T09:09:28,sale,-1,-7,ord_029307
mv_0041186,var_000393,2025-09-17T09:11:22,sale,-1,58,ord_029278
mv_0041187,var_000317,2025-09-17T09:11:22,sale,-1,5,ord_029278
mv_0041188,var_000012,2025-09-17T09:11:22,sale,-1,31,ord_029278
mv_0041189,var_000394,2025-09-17T09:49:51,sale,-1,56,ord_029312
mv_0041190,var_000179,2025-09-17T09:57:26,sale,-1,16,ord_029290
mv_0041191,var_000105,2025-09-17T09:57:26,sale,-1,-1,ord_029290
mv_0041192,var_000083,2025-09-17T09:58:09,sale,-1,-9,ord_029303
mv_0041193,var_000439,2025-09-17T09:58:09,sale,-1,52,ord_029303
mv_0041194,var_000178,2025-09-17T10:29:16,sale,-1,-39,ord_029283
mv_0041195,var_000238,2025-09-17T10:52:16,sale,-1,26,ord_029300
mv_0041196,var_000117,2025-09-17T10:52:16,sale,-1,22,ord_029300
mv_0041197,var_000134,2025-09-17T11:04:26,sale,-1,50,ord_029288
mv_0041198,var_000165,2025-09-17T11:11:20,sale,-1,6,ord_029318
mv_0041199,var_000464,2025-09-17T11:13:42,sale,-1,76,ord_029276
mv_0041200,var_000025,2025-09-17T11:13:42,sale,-1,77,ord_029276
mv_0041201,var_000385,2025-09-17T11:13:42,sale,-1,74,ord_029276
mv_0041202,var_000259,2025-09-17T11:13:42,sale,-1,-41,ord_029276
mv_0041203,var_000377,2025-09-17T11:14:36,sale,-1,40,ord_029271
mv_0041204,var_000106,2025-09-17T11:14:36,sale,-1,-18,ord_029271
mv_0041205,var_000237,2025-09-17T12:03:12,sale,-1,9,ord_029304
mv_0041206,var_000348,2025-09-17T12:04:03,sale,-1,72,ord_029295
mv_0041207,var_000164,2025-09-17T12:04:03,sale,-1,-28,ord_029295
mv_0041208,var_000189,2025-09-17T12:24:11,sale,-1,66,ord_029313
mv_0041209,var_000182,2025-09-17T12:26:27,sale,-1,-143,ord_029257
mv_0041210,var_000346,2025-09-17T12:26:58,sale,-1,81,ord_029269
mv_0041211,var_000442,2025-09-17T12:26:58,sale,-1,60,ord_029269
mv_0041212,var_000187,2025-09-17T12:26:58,sale,-1,-108,ord_029269
mv_0041213,var_000426,2025-09-17T13:01:20,sale,-1,62,ord_029315
mv_0041214,var_000463,2025-09-17T13:01:20,sale,-1,70,ord_029315
mv_0041215,var_000383,2025-09-17T13:11:53,sale,-1,97,ord_029320
mv_0041216,var_000291,2025-09-17T13:19:12,sale,-1,21,ord_029287
mv_0041217,var_000253,2025-09-17T13:21:51,sale,-1,28,ord_029324
mv_0041218,var_000129,2025-09-17T13:22:34,sale,-1,45,ord_029265
mv_0041219,var_000043,2025-09-17T13:24:46,sale,-1,-91,ord_029263
mv_0041220,var_000365,2025-09-17T13:34:20,sale,-1,-4,ord_029325
mv_0041221,var_000429,2025-09-17T13:34:20,sale,-1,81,ord_029325
mv_0041222,var_000290,2025-09-17T13:45:16,sale,-1,4,ord_029296
mv_0041223,var_000416,2025-09-17T13:59:42,sale,-1,53,ord_029270
mv_0041224,var_000481,2025-09-17T14:01:51,sale,-1,45,ord_029258
mv_0041225,var_000369,2025-09-17T14:27:24,sale,-1,23,ord_029319
mv_0041226,var_000099,2025-09-17T14:39:23,sale,-1,-85,ord_029292
mv_0041227,var_000422,2025-09-17T14:39:23,sale,-1,93,ord_029292
mv_0041228,var_000197,2025-09-17T14:44:08,sale,-1,-46,ord_029302
mv_0041229,var_000473,2025-09-17T14:44:39,sale,-1,23,ord_029255
mv_0041230,var_000260,2025-09-17T15:36:21,sale,-1,-10,ord_029323
mv_0041231,var_000149,2025-09-17T15:43:08,sale,-1,-52,ord_029306
mv_0041232,var_000322,2025-09-17T15:54:51,sale,-1,30,ord_029267
mv_0041233,var_000194,2025-09-17T16:14:34,sale,-1,65,ord_029316
mv_0041234,var_000178,2025-09-17T16:14:34,sale,-1,-40,ord_029316
mv_0041235,var_000068,2025-09-17T16:14:34,sale,-1,-54,ord_029316
mv_0041236,var_000361,2025-09-17T16:28:28,sale,-1,76,ord_029273
mv_0041237,var_000472,2025-09-17T16:42:11,sale,-1,27,ord_029314
mv_0041238,var_000084,2025-09-17T16:51:57,sale,-1,31,ord_029261
mv_0041239,var_000182,2025-09-17T17:04:20,sale,-1,-144,ord_029310
mv_0041240,var_000041,2025-09-17T17:04:20,sale,-1,-71,ord_029310
mv_0041241,var_000302,2025-09-17T17:04:20,sale,-1,42,ord_029310
mv_0041242,var_000170,2025-09-17T17:09:29,sale,-1,14,ord_029301
mv_0041243,var_000122,2025-09-17T17:14:13,sale,-1,31,ord_029308
mv_0041244,var_000015,2025-09-17T17:21:18,sale,-1,94,ord_029284
mv_0041245,var_000243,2025-09-17T17:24:26,sale,-1,25,ord_029277
mv_0041246,var_000133,2025-09-17T17:24:26,sale,-1,115,ord_029277
mv_0041247,var_000423,2025-09-17T17:24:26,sale,-1,86,ord_029277
mv_0041248,var_000210,2025-09-17T17:33:02,sale,-1,51,ord_029309
mv_0041249,var_000184,2025-09-17T17:33:32,sale,-1,11,ord_029297
mv_0041250,var_000018,2025-09-17T17:34:52,sale,-1,115,ord_029268
mv_0041251,var_000079,2025-09-17T17:38:43,sale,-1,45,ord_029321
mv_0041252,var_000248,2025-09-17T17:46:22,sale,-1,41,ord_029259
mv_0041253,var_000353,2025-09-17T18:13:34,sale,-1,70,ord_029293
mv_0041254,var_000094,2025-09-17T18:13:34,sale,-1,26,ord_029293
mv_0041255,var_000058,2025-09-17T18:13:34,sale,-1,-46,ord_029293
mv_0041256,var_000196,2025-09-17T18:13:58,sale,-1,-32,ord_029282
mv_0041257,var_000125,2025-09-17T18:13:58,sale,-1,58,ord_029282
mv_0041258,var_000246,2025-09-17T19:26:22,sale,-1,48,ord_029262
mv_0041259,var_000128,2025-09-17T19:26:22,sale,-1,110,ord_029262
mv_0041260,var_000096,2025-09-17T19:40:55,sale,-1,77,ord_029291
mv_0041261,var_000111,2025-09-17T19:40:55,sale,-1,13,ord_029291
mv_0041262,var_000101,2025-09-17T19:44:40,sale,-1,-12,ord_029311
mv_0041263,var_000468,2025-09-17T19:52:34,sale,-1,68,ord_029317
mv_0041264,var_000002,2025-09-17T19:52:34,sale,-1,19,ord_029317
mv_0041265,var_000258,2025-09-17T19:53:17,sale,-1,-25,ord_029305
mv_0041266,var_000060,2025-09-17T19:54:15,sale,-1,82,ord_029281
mv_0041267,var_000122,2025-09-17T20:12:42,sale,-1,30,ord_029299
mv_0041268,var_000124,2025-09-17T20:14:28,sale,-1,72,ord_029260
mv_0041269,var_000067,2025-09-17T20:33:39,sale,-1,69,ord_029289
mv_0041270,var_000168,2025-09-17T20:35:27,sale,-1,33,ord_029294
mv_0041271,var_000002,2025-09-17T20:46:53,sale,-1,18,ord_029264
mv_0041272,var_000237,2025-09-17T20:46:53,sale,-1,8,ord_029264
mv_0041273,var_000131,2025-09-17T20:46:53,sale,-1,-43,ord_029264
mv_0041274,var_000374,2025-09-17T20:52:11,sale,-1,6,ord_029298
mv_0041275,var_000393,2025-09-17T20:52:11,sale,-1,57,ord_029298
mv_0041276,var_000466,2025-09-17T20:52:11,sale,-1,59,ord_029298
mv_0041277,var_000321,2025-09-17T20:52:11,sale,-1,44,ord_029298
mv_0041278,var_000318,2025-09-17T21:10:56,sale,-1,20,ord_029326
mv_0041279,var_000364,2025-09-17T21:23:15,sale,-1,10,ord_029286
mv_0041280,var_000304,2025-09-17T21:23:15,sale,-1,9,ord_029286
mv_0041281,var_000135,2025-09-17T21:23:15,sale,-1,90,ord_029286
mv_0041282,var_000317,2025-09-17T21:25:39,sale,-1,4,ord_029279
mv_0041283,var_000055,2025-09-17T21:50:34,sale,-1,28,ord_029256
mv_0041284,var_000249,2025-09-17T21:57:43,sale,-1,110,ord_029275
mv_0041285,var_000318,2025-09-17T22:01:48,sale,-1,19,ord_029285
mv_0041286,var_000219,2025-09-17T22:01:48,sale,-1,111,ord_029285
mv_0041287,var_000158,2025-09-17T22:07:25,sale,-1,17,ord_029266
mv_0041288,var_000066,2025-09-17T22:39:39,sale,-1,89,ord_029272
mv_0041289,var_000467,2025-09-17T22:39:39,sale,-1,90,ord_029272
mv_0041290,var_000304,2025-09-17T22:52:47,sale,-1,8,ord_029280
mv_0041291,var_000180,2025-09-18T08:12:16,sale,-1,-1,ord_029366
mv_0041292,var_000032,2025-09-18T08:12:16,sale,-1,29,ord_029366
mv_0041293,var_000428,2025-09-18T08:14:59,sale,-1,89,ord_029383
mv_0041294,var_000228,2025-09-18T08:17:47,sale,-1,50,ord_029387
mv_0041295,var_000186,2025-09-18T08:25:25,sale,-1,1,ord_029376
mv_0041296,var_000131,2025-09-18T08:31:11,sale,-1,-44,ord_029399
mv_0041297,var_000116,2025-09-18T08:39:04,sale,-1,25,ord_029344
mv_0041298,var_000458,2025-09-18T08:46:45,sale,-1,84,ord_029388
mv_0041299,var_000352,2025-09-18T08:53:52,sale,-1,64,ord_029365
mv_0041300,var_000365,2025-09-18T09:10:32,sale,-1,-5,ord_029341
mv_0041301,var_000480,2025-09-18T09:20:11,sale,-1,40,ord_029401
mv_0041302,var_000055,2025-09-18T09:25:44,sale,-1,27,ord_029360
mv_0041303,var_000252,2025-09-18T09:32:26,sale,-1,-11,ord_029398
mv_0041304,var_000024,2025-09-18T09:53:54,sale,-1,61,ord_029396
mv_0041305,var_000098,2025-09-18T09:58:00,sale,-1,-153,ord_029330
mv_0041306,var_000259,2025-09-18T10:13:58,sale,-1,-42,ord_029350
mv_0041307,var_000125,2025-09-18T10:17:06,sale,-1,57,ord_029335
mv_0041308,var_000464,2025-09-18T10:17:06,sale,-1,75,ord_029335
mv_0041309,var_000433,2025-09-18T10:25:29,sale,-1,47,ord_029334
mv_0041310,var_000040,2025-09-18T10:25:29,sale,-1,65,ord_029334
mv_0041311,var_000187,2025-09-18T10:46:44,sale,-1,-109,ord_029327
mv_0041312,var_000467,2025-09-18T11:12:47,sale,-1,89,ord_029337
mv_0041313,var_000230,2025-09-18T11:35:39,sale,-1,63,ord_029394
mv_0041314,var_000149,2025-09-18T12:34:21,sale,-1,-53,ord_029339
mv_0041315,var_000474,2025-09-18T12:36:01,sale,-1,24,ord_029354
mv_0041316,var_000129,2025-09-18T12:36:58,sale,-1,44,ord_029369
mv_0041317,var_000025,2025-09-18T12:47:48,sale,-1,76,ord_029367
mv_0041318,var_000303,2025-09-18T12:53:04,sale,-1,41,ord_029395
mv_0041319,var_000334,2025-09-18T12:53:04,sale,-1,16,ord_029395
mv_0041320,var_000337,2025-09-18T13:08:08,sale,-1,84,ord_029355
mv_0041321,var_000160,2025-09-18T13:08:08,sale,-1,23,ord_029355
mv_0041322,var_000379,2025-09-18T13:25:02,sale,-1,4,ord_029336
mv_0041323,var_000394,2025-09-18T13:27:39,sale,-1,55,ord_029352
mv_0041324,var_000430,2025-09-18T13:27:39,sale,-1,24,ord_029352
mv_0041325,var_000259,2025-09-18T13:33:41,sale,-1,-43,ord_029328
mv_0041326,var_000105,2025-09-18T13:33:41,sale,-1,-2,ord_029328
mv_0041327,var_000154,2025-09-18T13:43:25,sale,-1,-29,ord_029389
mv_0041328,var_000323,2025-09-18T13:51:57,sale,-1,10,ord_029379
mv_0041329,var_000129,2025-09-18T13:51:57,sale,-1,43,ord_029379
mv_0041330,var_000186,2025-09-18T13:56:12,sale,-1,0,ord_029403
mv_0041331,var_000248,2025-09-18T14:01:25,sale,-1,40,ord_029351
mv_0041332,var_000160,2025-09-18T14:14:42,sale,-1,22,ord_029391
mv_0041333,var_000305,2025-09-18T14:30:03,sale,-1,24,ord_029373
mv_0041334,var_000228,2025-09-18T14:40:36,sale,-1,49,ord_029374
mv_0041335,var_000373,2025-09-18T14:42:13,sale,-1,7,ord_029333
mv_0041336,var_000020,2025-09-18T14:55:21,sale,-1,73,ord_029349
mv_0041337,var_000070,2025-09-18T14:57:59,sale,-1,112,ord_029343
mv_0041338,var_000180,2025-09-18T14:57:59,sale,-1,-2,ord_029343
mv_0041339,var_000379,2025-09-18T14:57:59,sale,-1,3,ord_029343
mv_0041340,var_000476,2025-09-18T14:57:59,sale,-1,16,ord_029343
mv_0041341,var_000389,2025-09-18T15:08:56,sale,-1,79,ord_029363
mv_0041342,var_000119,2025-09-18T15:08:56,sale,-1,-74,ord_029363
mv_0041343,var_000148,2025-09-18T15:32:11,sale,-1,-91,ord_029386
mv_0041344,var_000461,2025-09-18T15:33:37,sale,-1,65,ord_029356
mv_0041345,var_000125,2025-09-18T15:54:30,sale,-1,56,ord_029370
mv_0041346,var_000401,2025-09-18T16:42:01,sale,-1,19,ord_029340
mv_0041347,var_000325,2025-09-18T16:42:01,sale,-1,49,ord_029340
mv_0041348,var_000467,2025-09-18T16:57:08,sale,-1,88,ord_029393
mv_0041349,var_000230,2025-09-18T17:23:21,sale,-1,62,ord_029368
mv_0041350,var_000381,2025-09-18T17:44:56,sale,-1,29,ord_029371
mv_0041351,var_000033,2025-09-18T17:55:24,sale,-1,64,ord_029402
mv_0041352,var_000395,2025-09-18T17:55:24,sale,-1,50,ord_029402
mv_0041353,var_000189,2025-09-18T18:07:47,sale,-1,65,ord_029372
mv_0041354,var_000112,2025-09-18T18:08:20,sale,-1,16,ord_029342
mv_0041355,var_000416,2025-09-18T18:13:54,sale,-1,52,ord_029377
mv_0041356,var_000459,2025-09-18T18:19:13,sale,-1,68,ord_029329
mv_0041357,var_000263,2025-09-18T18:23:10,sale,-1,16,ord_029397
mv_0041358,var_000117,2025-09-18T18:24:29,sale,-1,21,ord_029358
mv_0041359,var_000280,2025-09-18T18:33:08,sale,-1,-31,ord_029346
mv_0041360,var_000065,2025-09-18T18:53:30,sale,-1,127,ord_029378
mv_0041361,var_000174,2025-09-18T18:57:12,sale,-1,-69,ord_029361
mv_0041362,var_000098,2025-09-18T18:57:12,sale,-1,-154,ord_029361
mv_0041363,var_000100,2025-09-18T19:01:36,sale,-1,-1,ord_029347
mv_0041364,var_000039,2025-09-18T19:12:09,sale,-1,57,ord_029331
mv_0041365,var_000406,2025-09-18T19:47:26,sale,-1,17,ord_029385
mv_0041366,var_000283,2025-09-18T19:47:26,sale,-1,-20,ord_029385
mv_0041367,var_000258,2025-09-18T20:29:59,sale,-1,-26,ord_029381
mv_0041368,var_000469,2025-09-18T20:39:34,sale,-1,82,ord_029364
mv_0041369,var_000180,2025-09-18T20:40:22,sale,-1,-3,ord_029392
mv_0041370,var_000042,2025-09-18T20:40:22,sale,-1,-82,ord_029392
mv_0041371,var_000227,2025-09-18T20:48:00,sale,-1,5,ord_029345
mv_0041372,var_000131,2025-09-18T20:55:01,sale,-1,-45,ord_029348
mv_0041373,var_000431,2025-09-18T21:07:06,sale,-1,36,ord_029338
mv_0041374,var_000136,2025-09-18T21:07:06,sale,-1,-5,ord_029338
mv_0041375,var_000068,2025-09-18T21:07:06,sale,-1,-55,ord_029338
mv_0041376,var_000205,2025-09-18T21:34:25,sale,-1,32,ord_029400
mv_0041377,var_000153,2025-09-18T21:39:20,sale,-1,8,ord_029375
mv_0041378,var_000480,2025-09-18T22:10:28,sale,-1,39,ord_029332
mv_0041379,var_000200,2025-09-18T22:16:03,sale,-1,51,ord_029380
mv_0041380,var_000390,2025-09-18T22:17:07,sale,-1,76,ord_029382
mv_0041381,var_000204,2025-09-18T22:31:34,sale,-1,45,ord_029384
mv_0041382,var_000075,2025-09-18T22:34:25,sale,-1,100,ord_029353
mv_0041383,var_000269,2025-09-18T22:34:44,sale,-1,20,ord_029359
mv_0041384,var_000152,2025-09-18T22:34:44,sale,-1,3,ord_029359
mv_0041385,var_000129,2025-09-18T22:44:08,sale,-1,42,ord_029357
mv_0041386,var_000190,2025-09-18T22:44:08,sale,-1,-18,ord_029357
mv_0041387,var_000190,2025-09-18T22:54:12,sale,-1,-19,ord_029390
mv_0041388,var_000215,2025-09-18T22:56:05,sale,-1,60,ord_029362
mv_0041389,var_000196,2025-09-19T08:35:31,sale,-1,-33,ord_029434
mv_0041390,var_000380,2025-09-19T08:35:31,sale,-1,10,ord_029434
mv_0041391,var_000075,2025-09-19T08:55:31,sale,-1,99,ord_029416
mv_0041392,var_000164,2025-09-19T09:02:01,sale,-1,-29,ord_029471
mv_0041393,var_000402,2025-09-19T09:02:01,sale,-1,8,ord_029471
mv_0041394,var_000259,2025-09-19T09:10:39,sale,-1,-44,ord_029452
mv_0041395,var_000014,2025-09-19T09:10:39,sale,-1,35,ord_029452
mv_0041396,var_000456,2025-09-19T09:10:39,sale,-1,58,ord_029452
mv_0041397,var_000300,2025-09-19T09:18:27,sale,-1,13,ord_029439
mv_0041398,var_000465,2025-09-19T09:22:32,sale,-1,33,ord_029422
mv_0041399,var_000127,2025-09-19T09:44:40,sale,-1,42,ord_029436
mv_0041400,var_000469,2025-09-19T10:00:53,sale,-1,81,ord_029409
mv_0041401,var_000331,2025-09-19T10:15:31,sale,-1,105,ord_029429
mv_0041402,var_000170,2025-09-19T10:15:34,sale,-1,13,ord_029464
mv_0041403,var_000246,2025-09-19T10:15:34,sale,-1,47,ord_029464
mv_0041404,var_000166,2025-09-19T10:19:03,sale,-1,105,ord_029406
mv_0041405,var_000244,2025-09-19T10:25:19,sale,-1,115,ord_029467
mv_0041406,var_000076,2025-09-19T10:28:24,sale,-1,84,ord_029455
mv_0041407,var_000043,2025-09-19T10:28:24,sale,-1,-92,ord_029455
mv_0041408,var_000189,2025-09-19T10:28:24,sale,-1,64,ord_029455
mv_0041409,var_000142,2025-09-19T10:33:34,sale,-1,21,ord_029426
mv_0041410,var_000184,2025-09-19T10:50:59,sale,-1,10,ord_029461
mv_0041411,var_000451,2025-09-19T11:03:08,sale,-1,33,ord_029457
mv_0041412,var_000002,2025-09-19T11:03:08,sale,-1,17,ord_029457
mv_0041413,var_000105,2025-09-19T11:10:01,sale,-1,-3,ord_029468
mv_0041414,var_000111,2025-09-19T11:13:43,sale,-1,12,ord_029414
mv_0041415,var_000337,2025-09-19T11:24:38,sale,-1,83,ord_029484
mv_0041416,var_000169,2025-09-19T11:49:30,sale,-1,-44,ord_029438
mv_0041417,var_000150,2025-09-19T12:11:39,sale,-1,-21,ord_029470
mv_0041418,var_000002,2025-09-19T13:17:31,sale,-1,16,ord_029447
mv_0041419,var_000097,2025-09-19T13:32:11,sale,-1,65,ord_029420
mv_0041420,var_000351,2025-09-19T13:33:44,sale,-1,85,ord_029443
mv_0041421,var_000278,2025-09-19T13:33:44,sale,-1,5,ord_029443
mv_0041422,var_000187,2025-09-19T13:33:44,sale,-1,-110,ord_029443
mv_0041423,var_000098,2025-09-19T13:33:44,sale,-1,-155,ord_029443
mv_0041424,var_000146,2025-09-19T13:46:47,sale,-1,-82,ord_029477
mv_0041425,var_000234,2025-09-19T13:54:28,sale,-1,93,ord_029408
mv_0041426,var_000219,2025-09-19T13:56:29,sale,-1,110,ord_029456
mv_0041427,var_000062,2025-09-19T13:56:29,sale,-1,56,ord_029456
mv_0041428,var_000083,2025-09-19T13:56:29,sale,-1,-10,ord_029456
mv_0041429,var_000261,2025-09-19T13:56:29,sale,-1,-16,ord_029456
mv_0041430,var_000476,2025-09-19T14:11:37,sale,-1,15,ord_029419
mv_0041431,var_000021,2025-09-19T14:24:09,sale,-1,-18,ord_029473
mv_0041432,var_000449,2025-09-19T14:30:27,sale,-1,43,ord_029475
mv_0041433,var_000240,2025-09-19T14:30:27,sale,-1,51,ord_029475
mv_0041434,var_000404,2025-09-19T14:48:07,sale,-1,35,ord_029472
mv_0041435,var_000351,2025-09-19T14:48:07,sale,-1,84,ord_029472
mv_0041436,var_000152,2025-09-19T14:53:30,sale,-1,2,ord_029465
mv_0041437,var_000252,2025-09-19T14:57:31,sale,-1,-12,ord_029413
mv_0041438,var_000039,2025-09-19T15:04:19,sale,-1,56,ord_029432
mv_0041439,var_000385,2025-09-19T15:04:19,sale,-1,73,ord_029432
mv_0041440,var_000370,2025-09-19T15:04:19,sale,-1,39,ord_029432
mv_0041441,var_000021,2025-09-19T15:12:58,sale,-1,-19,ord_029459
mv_0041442,var_000456,2025-09-19T15:19:22,sale,-1,57,ord_029478
mv_0041443,var_000351,2025-09-19T15:24:55,sale,-1,83,ord_029428
