ticket_id,customer_id,created_at,channel,status,priority,category,subject,related_order_id,related_product_id,first_response_at,resolved_at,resolution_time_minutes,satisfaction_rating,resolved_by
tkt_00591,cust_001326,2024-06-27T15:46:06,chat,resolved,high,sizing_fit,Size exchange needed,ord_001579,prod_00015,2024-06-27T13:12:00,2024-06-27T19:58:00,598,2,human
tkt_00592,cust_008271,2025-01-08T08:46:10,instagram_dm,resolved,low,drop_restock,When will Staple Tee restock?,ord_013744,prod_00006,2025-01-08T10:30:00,2025-01-08T20:55:00,655,,human
tkt_00593,cust_000775,2024-06-23T14:17:22,email,resolved,normal,returns_exchanges,Exchange for different size,ord_000943,prod_00010,2024-06-23T13:11:00,2024-06-23T20:49:00,649,,human
tkt_00594,cust_005863,2024-11-14T18:43:46,email,resolved,normal,order_status,Order hasn't arrived,ord_009010,prod_00020,2024-11-14T13:00:00,2024-11-14T23:47:00,947,5,human
tkt_00595,cust_012873,2025-07-02T16:24:50,chat,resolved,normal,drop_restock,Will there be more sizes?,ord_024361,prod_00012,2025-07-02T12:02:00,2025-07-02T23:38:00,818,,human
tkt_00596,cust_014226,2025-10-22T11:22:26,email,resolved,high,discount_code,Discount code not working,ord_031150,prod_00015,2025-10-22T11:34:00,2025-10-22T23:12:00,1152,,human
tkt_00597,cust_004870,2024-10-22T18:41:00,email,resolved,high,order_status,Order hasn't arrived,ord_007157,prod_00011,2024-10-22T10:34:00,2024-10-22T22:01:00,721,5,human
tkt_00598,cust_003655,2024-09-11T19:57:21,email,resolved,normal,discount_code,Can I get a code?,ord_004996,prod_00015,2024-09-11T13:20:00,2024-09-11T18:14:00,494,,human
tkt_00599,cust_015533,2026-02-16T19:33:46,email,resolved,normal,drop_restock,Restock notification,ord_042242,prod_00013,2026-02-16T12:08:00,2026-02-16T23:47:00,1427,,human
tkt_00600,cust_008852,2025-09-12T15:37:10,email,resolved,normal,sizing_fit,Garment Dyed Tee doesn't fit right,ord_028128,prod_00032,2025-09-12T10:03:00,2025-09-12T10:20:00,20,,bot
tkt_00601,cust_010563,2025-04-07T18:00:14,email,resolved,high,returns_exchanges,How do I return?,ord_019012,prod_00028,2025-04-07T12:59:00,2025-04-07T23:34:00,1294,,human
tkt_00602,cust_009034,2025-02-09T16:11:37,email,resolved,normal,order_status,Tracking not updating,ord_015429,prod_00018,2025-02-09T13:25:00,2025-02-09T17:31:00,451,,human
tkt_00603,cust_012315,2025-08-06T19:30:13,chat,resolved,high,order_status,Order hasn't arrived,ord_026081,prod_00001,2025-08-06T11:35:00,2025-08-06T12:18:00,138,4,human
tkt_00604,cust_011332,2025-05-30T21:47:56,instagram_dm,resolved,normal,order_status,Order hasn't arrived,ord_022377,prod_00012,2025-05-30T10:01:00,2025-05-30T10:24:00,24,,bot
tkt_00605,cust_003991,2024-11-20T18:28:01,chat,resolved,normal,order_status,Order hasn't arrived,ord_009439,prod_00005,2024-11-20T10:02:00,2024-11-20T10:23:00,23,,bot
tkt_00606,cust_006639,2026-01-18T14:09:33,email,resolved,high,order_status,No delivery update for Emblem Cap,ord_039792,prod_00014,2026-01-18T10:02:00,2026-01-18T10:27:00,27,,bot
tkt_00607,cust_022072,2026-05-19T15:16:25,chat,resolved,normal,order_status,Tracking not updating,ord_048810,prod_00028,2026-05-19T13:23:00,2026-05-19T13:15:00,195,4,human
tkt_00608,cust_008912,2025-02-04T10:14:28,chat,resolved,normal,drop_restock,Will there be more sizes?,ord_015164,prod_00006,2025-02-04T10:03:00,2025-02-04T10:05:00,5,,bot
tkt_00609,cust_005305,2024-11-05T19:37:59,instagram_dm,resolved,low,order_status,Where's my order?,ord_007971,prod_00022,2024-11-05T13:05:00,2024-11-05T23:49:00,949,4,human
tkt_00610,cust_011686,2025-05-24T20:08:35,chat,resolved,normal,returns_exchanges,Return label not working,ord_021475,prod_00016,2025-05-24T12:03:00,2025-05-24T23:13:00,913,,human
tkt_00611,cust_003630,2024-10-13T08:35:35,instagram_dm,resolved,normal,order_status,Order hasn't arrived,ord_007012,prod_00027,2024-10-13T11:04:00,2024-10-13T23:50:00,1010,,human
tkt_00612,cust_017630,2025-12-27T20:09:57,instagram_dm,resolved,normal,product_quality,Print peeling,ord_037597,prod_00031,2025-12-27T10:03:00,2025-12-27T10:24:00,24,,bot
tkt_00613,cust_006899,2025-12-03T12:11:42,instagram_dm,resolved,normal,product_quality,Colour faded after wash,ord_034800,prod_00002,2025-12-03T12:57:00,2025-12-03T20:53:00,653,,human
tkt_00614,cust_003110,2024-09-02T11:51:32,email,resolved,normal,sizing_fit,Size exchange needed,ord_004080,prod_00012,2024-09-02T11:00:00,2024-09-02T21:20:00,680,4,human
tkt_00615,cust_013087,2026-01-28T18:43:32,email,resolved,normal,discount_code,Can I get a code?,ord_040371,prod_00041,2026-01-28T12:02:00,2026-01-28T23:34:00,874,,human
tkt_00616,cust_011290,2025-05-10T17:57:49,email,resolved,normal,order_status,Tracking not updating,ord_020652,prod_00006,2025-05-10T10:59:00,2025-05-10T13:55:00,235,,human
tkt_00617,cust_004784,2025-05-14T10:19:04,email,resolved,high,sizing_fit,Sizing question about Wool Blend Cap,ord_021253,prod_00025,2025-05-14T10:04:00,2025-05-14T10:26:00,26,3,bot
tkt_00618,cust_009339,2025-02-16T17:49:14,chat,resolved,high,product_quality,Stitching coming loose,ord_016145,prod_00009,2025-02-16T11:51:00,2025-02-16T19:13:00,553,4,human
tkt_00619,cust_013708,2025-09-27T09:56:22,chat,resolved,normal,order_status,Order hasn't arrived,ord_029795,prod_00012,2025-09-27T10:04:00,2025-09-27T10:14:00,14,,bot
tkt_00620,cust_017791,2026-01-31T21:44:32,instagram_dm,resolved,low,discount_code,Can I get a code?,ord_040690,prod_00046,2026-01-31T10:32:00,2026-01-31T14:19:00,259,,human
tkt_00621,cust_008474,2025-01-19T13:29:43,chat,resolved,normal,sizing_fit,Is the Relaxed Hoodie true to size?,ord_014156,prod_00007,2025-01-19T11:59:00,2025-01-19T23:55:00,955,,human
tkt_00622,cust_011879,2026-02-27T20:07:12,chat,resolved,low,returns_exchanges,How do I return?,ord_042916,prod_00044,2026-02-27T11:00:00,2026-02-27T20:31:00,631,,human
tkt_00623,cust_005638,2025-01-24T17:48:11,chat,resolved,high,sizing_fit,Sizing question about Boxy Crop Tee,ord_014444,prod_00018,2025-01-24T10:04:00,2025-01-24T10:17:00,17,,bot
tkt_00624,cust_010982,2025-04-25T11:45:46,email,resolved,high,order_status,No delivery update for Sherpa Hoodie,ord_019975,prod_00029,2025-04-25T10:52:00,2025-04-25T23:00:00,1260,,human
tkt_00625,cust_008915,2025-02-09T19:02:54,email,resolved,high,order_status,Where's my order?,ord_015167,prod_00007,2025-02-09T12:41:00,2025-02-09T20:52:00,652,,human
tkt_00626,cust_007071,2026-03-30T15:25:49,email,resolved,high,drop_restock,Next drop date?,ord_045010,prod_00037,2026-03-30T10:40:00,2026-03-30T23:24:00,984,3,human
tkt_00627,cust_005315,2024-10-30T17:37:46,chat,resolved,normal,product_quality,Colour faded after wash,ord_007991,prod_00024,2024-10-30T10:03:00,2024-10-30T10:17:00,17,2,bot
tkt_00628,cust_014660,2025-12-06T14:42:03,email,resolved,high,discount_code,Discount code not working,ord_035265,prod_00043,2025-12-06T12:49:00,2025-12-06T19:17:00,557,,human
tkt_00629,cust_015343,2026-02-15T20:16:22,chat,resolved,high,discount_code,Code expired before I could use it,ord_041441,prod_00031,2026-02-15T10:01:00,2026-02-15T10:22:00,22,,bot
tkt_00630,cust_001941,2024-12-22T17:31:44,chat,resolved,low,order_status,No delivery update for Mid Runner Trainer,ord_012633,prod_00026,2024-12-22T12:44:00,2024-12-22T23:17:00,1217,,human
tkt_00631,cust_015298,2026-04-30T16:55:42,email,resolved,high,drop_restock,When will Zip Hoodie restock?,ord_047510,prod_00033,2026-04-30T12:43:00,2026-04-30T23:27:00,1167,3,human
tkt_00632,cust_002361,2025-04-22T19:33:46,email,resolved,low,returns_exchanges,Return label not working,ord_019673,prod_00036,2025-04-22T13:51:00,2025-04-22T23:04:00,964,,human
tkt_00633,cust_002010,2024-12-31T21:08:41,email,resolved,normal,order_status,No delivery update for Relaxed Hoodie,ord_012855,prod_00007,2024-12-31T10:01:00,2024-12-31T10:13:00,13,,bot
tkt_00634,cust_012079,2026-05-09T21:27:34,instagram_dm,resolved,normal,order_status,Order hasn't arrived,ord_048315,prod_00062,2026-05-09T11:51:00,2026-05-09T15:45:00,345,1,human
tkt_00635,cust_013259,2025-11-27T20:13:07,chat,resolved,high,order_status,Tracking not updating,ord_034518,prod_00018,2025-11-27T11:21:00,2025-11-27T23:23:00,923,3,human
tkt_00636,cust_000243,2025-08-17T21:43:44,instagram_dm,closed,normal,order_status,Order hasn't arrived,ord_026831,prod_00007,2025-08-17T10:01:00,2025-08-17T10:05:00,5,,bot
tkt_00637,cust_001090,2026-05-19T11:56:31,chat,resolved,high,drop_restock,Restock notification,ord_048295,prod_00052,2026-05-19T10:47:00,2026-05-19T21:22:00,682,,human
tkt_00638,cust_005468,2024-11-04T17:21:50,email,resolved,low,product_quality,Issue with Washed Logo Tee quality,ord_008286,prod_00016,2024-11-04T10:02:00,2024-11-04T10:23:00,23,,bot
tkt_00639,cust_017882,2025-12-21T17:33:43,email,resolved,high,drop_restock,Next drop date?,ord_037598,prod_00033,2025-12-21T10:03:00,2025-12-21T10:11:00,11,,bot
tkt_00640,cust_001174,2025-01-10T21:11:34,email,resolved,low,order_status,Where's my order?,ord_013078,prod_00009,2025-01-10T10:02:00,2025-01-10T10:06:00,6,,bot
tkt_00641,cust_007146,2024-12-08T10:44:53,instagram_dm,resolved,low,order_status,Where's my order?,ord_011276,prod_00004,2024-12-08T12:10:00,2024-12-08T17:36:00,456,,human
tkt_00642,cust_002577,2024-09-12T17:34:26,chat,resolved,high,order_status,Tracking not updating,ord_005334,prod_00020,2024-09-12T13:21:00,2024-09-12T12:33:00,153,,human
tkt_00643,cust_010190,2025-08-17T15:17:58,instagram_dm,resolved,normal,order_status,Where's my order?,ord_026593,prod_00010,2025-08-17T11:28:00,2025-08-17T22:34:00,754,,human
tkt_00644,cust_018650,2026-01-18T21:33:54,email,resolved,high,returns_exchanges,Exchange for different size,ord_039700,prod_00037,2026-01-18T13:36:00,2026-01-18T18:06:00,486,,human
tkt_00645,cust_014136,2025-11-03T18:39:49,instagram_dm,resolved,normal,discount_code,Can I get a code?,ord_032215,prod_00017,2025-11-03T12:37:00,2025-11-03T23:36:00,1056,,human
tkt_00646,cust_011395,2025-05-30T21:58:29,instagram_dm,resolved,high,discount_code,Can I get a code?,ord_021965,prod_00011,2025-05-30T10:02:00,2025-05-30T10:15:00,15,5,bot
tkt_00647,cust_003738,2024-12-18T15:22:48,email,resolved,low,drop_restock,When will Washed Logo Tee restock?,ord_012371,prod_00016,2024-12-18T13:37:00,2024-12-18T23:47:00,1187,,human
tkt_00648,cust_018963,2026-01-31T08:38:41,chat,resolved,low,product_quality,Print peeling,ord_040543,prod_00036,2026-01-31T10:02:00,2026-01-31T10:06:00,6,,bot
tkt_00649,cust_013810,2025-08-16T20:11:13,email,resolved,normal,order_status,Tracking not updating,ord_026769,prod_00003,2025-08-16T10:01:00,2025-08-16T10:20:00,20,,bot
tkt_00650,cust_016930,2025-12-07T13:12:42,chat,closed,normal,sizing_fit,Sizing question about Garment Dyed Tee,ord_035199,prod_00032,2025-12-07T11:27:00,2025-12-07T23:26:00,1406,4,human
tkt_00651,cust_003729,2025-08-01T17:53:10,email,resolved,low,order_status,No delivery update for Resort Tee,ord_025637,prod_00037,2025-08-01T10:04:00,2025-08-01T10:24:00,24,2,bot
tkt_00652,cust_015605,2025-10-24T12:46:25,email,closed,low,drop_restock,Will there be more sizes?,ord_031580,prod_00009,2025-10-24T11:25:00,2025-10-24T23:09:00,849,,human
tkt_00653,cust_013107,2025-12-24T13:31:28,email,resolved,normal,order_status,Order hasn't arrived,ord_037762,prod_00038,2025-12-24T10:02:00,2025-12-24T10:13:00,13,,bot
tkt_00654,cust_008582,2026-03-27T21:45:53,email,resolved,normal,sizing_fit,Is the Washed Logo Tee true to size?,ord_044419,prod_00016,2026-03-27T10:04:00,2026-03-27T10:09:00,9,,bot
tkt_00655,cust_013943,2025-08-21T15:56:15,chat,closed,low,sizing_fit,Size exchange needed,ord_027139,prod_00030,2025-08-21T12:05:00,2025-08-21T16:53:00,413,5,human
tkt_00656,cust_010063,2025-05-11T10:41:17,email,resolved,high,product_quality,Print peeling,ord_020825,prod_00001,2025-05-11T13:10:00,2025-05-11T19:44:00,584,5,human
tkt_00657,cust_021481,2026-04-25T09:07:32,chat,closed,normal,sizing_fit,Is the Fleece Lined Sweatpants true to size?,ord_047241,prod_00055,2026-04-25T12:31:00,2026-04-25T23:59:00,1439,,human
tkt_00658,cust_010102,2025-03-23T14:09:26,email,resolved,normal,order_status,Where's my order?,ord_017934,prod_00019,2025-03-23T11:33:00,2025-03-23T23:15:00,975,,human
tkt_00659,cust_010179,2025-03-27T14:51:32,email,resolved,normal,discount_code,Discount code not working,ord_018101,prod_00010,2025-03-27T11:14:00,2025-03-27T23:52:00,1372,,human
tkt_00660,cust_017482,2026-01-06T15:04:16,email,resolved,low,drop_restock,Restock notification,ord_038809,prod_00011,2026-01-06T13:59:00,2026-01-06T22:27:00,747,,human
tkt_00661,cust_018462,2026-04-07T17:23:32,email,resolved,normal,order_status,Tracking not updating,ord_045806,prod_00057,2026-04-07T10:48:00,2026-04-07T23:23:00,1403,5,human
tkt_00662,cust_021425,2026-04-23T13:28:27,email,resolved,high,returns_exchanges,Return label not working,ord_047069,prod_00013,2026-04-23T10:03:00,2026-04-23T10:26:00,26,,bot
tkt_00663,cust_011499,2025-06-22T08:11:47,email,resolved,normal,discount_code,Discount code not working,ord_023918,prod_00014,2025-06-22T11:27:00,2025-06-22T12:53:00,173,2,human
tkt_00664,cust_011172,2025-11-01T14:07:44,email,resolved,normal,drop_restock,When will Slim Sweatpants restock?,ord_032021,prod_00008,2025-11-01T10:04:00,2025-11-01T10:11:00,11,,bot
tkt_00665,cust_020662,2026-04-05T16:51:00,email,resolved,normal,order_status,Tracking not updating,ord_045132,prod_00006,2026-04-05T12:45:00,2026-04-05T14:12:00,252,,human
tkt_00666,cust_008741,2025-03-01T20:17:00,chat,resolved,normal,drop_restock,Next drop date?,ord_016226,prod_00019,2025-03-01T10:03:00,2025-03-01T10:21:00,21,,bot
tkt_00667,cust_001359,2026-03-01T14:44:03,instagram_dm,resolved,normal,product_quality,Stitching coming loose,ord_043007,prod_00036,2026-03-01T10:01:00,2026-03-01T10:10:00,10,4,bot
tkt_00668,cust_003340,2025-12-10T19:22:59,email,resolved,normal,drop_restock,Will there be more sizes?,ord_035707,prod_00007,2025-12-10T10:54:00,2025-12-10T23:00:00,1200,,human
tkt_00669,cust_017392,2025-12-11T08:23:22,chat,resolved,normal,order_status,Order hasn't arrived,ord_036368,prod_00038,2025-12-11T13:00:00,2025-12-11T23:28:00,1168,,human
tkt_00670,cust_018562,2026-01-13T14:23:02,instagram_dm,resolved,normal,order_status,Tracking not updating,ord_039449,prod_00044,2026-01-13T10:04:00,2026-01-13T10:25:00,25,,bot
tkt_00671,cust_013060,2025-12-17T20:48:23,email,resolved,normal,sizing_fit,Size exchange needed,ord_036976,prod_00027,2025-12-17T12:22:00,2025-12-17T23:37:00,1417,,human
tkt_00672,cust_001675,2024-09-17T14:03:42,email,resolved,normal,discount_code,Applied wrong code,ord_004881,prod_00018,2024-09-17T13:03:00,2024-09-17T23:56:00,956,,human
tkt_00673,cust_020594,2026-03-28T13:19:03,email,resolved,normal,order_status,Order hasn't arrived,ord_044928,prod_00052,2026-03-28T10:03:00,2026-03-28T10:08:00,8,,bot
tkt_00674,cust_004422,2025-02-24T19:33:49,chat,resolved,high,order_status,Tracking not updating,ord_016681,prod_00024,2025-02-24T10:02:00,2025-02-24T10:21:00,21,3,bot
tkt_00675,cust_004487,2025-02-21T16:31:43,chat,resolved,high,product_quality,Print peeling,ord_016144,prod_00009,2025-02-21T10:50:00,2025-02-21T23:27:00,1287,,human
tkt_00676,cust_003849,2024-10-12T08:52:18,instagram_dm,resolved,normal,order_status,Where's my order?,ord_006539,prod_00021,2024-10-12T10:03:00,2024-10-12T10:23:00,23,,bot
tkt_00677,cust_020240,2026-03-13T13:09:40,chat,resolved,normal,product_quality,Colour faded after wash,ord_043883,prod_00033,2026-03-13T12:30:00,2026-03-13T23:45:00,1425,3,human
tkt_00678,cust_019338,2026-03-26T14:10:08,instagram_dm,closed,normal,order_status,Where's my order?,ord_044152,prod_00032,2026-03-26T11:12:00,2026-03-26T23:50:00,1130,2,human
tkt_00679,cust_005188,2024-11-04T16:56:14,email,resolved,normal,order_status,No delivery update for Washed Logo Tee,ord_007762,prod_00016,2024-11-04T10:04:00,2024-11-04T10:17:00,17,,bot
tkt_00681,cust_000726,2024-11-28T17:45:53,instagram_dm,resolved,normal,discount_code,Can I get a code?,ord_010079,prod_00015,2024-11-28T13:46:00,2024-11-28T23:34:00,1414,,human
tkt_00682,cust_008090,2025-01-06T11:02:43,chat,resolved,normal,product_quality,Colour faded after wash,ord_013287,prod_00016,2025-01-06T12:43:00,2025-01-06T11:09:00,69,,human
tkt_00683,cust_021916,2026-05-22T14:56:32,chat,resolved,low,order_status,Order hasn't arrived,ord_048418,prod_00045,2026-05-22T10:04:00,2026-05-22T10:25:00,25,,bot
tkt_00684,cust_019683,2026-02-27T08:36:44,chat,resolved,low,order_status,Order hasn't arrived,ord_042459,prod_00018,2026-02-27T12:00:00,2026-02-27T23:35:00,875,1,human
tkt_00685,cust_009673,2025-11-23T17:32:37,email,resolved,high,returns_exchanges,Exchange for different size,ord_034164,prod_00024,2025-11-23T13:23:00,2025-11-23T23:05:00,1205,,human
tkt_00686,cust_020913,2026-04-15T15:23:29,chat,resolved,high,sizing_fit,Is the Womens Spring Tee true to size?,ord_046151,prod_00060,2026-04-15T11:58:00,2026-04-15T12:46:00,166,,human
tkt_00687,cust_002790,2026-05-30T15:06:41,chat,resolved,normal,product_quality,Issue with Structured Cap quality,ord_048885,prod_00045,2026-05-30T10:02:00,2026-05-30T10:29:00,29,,bot
tkt_00688,cust_022368,2026-05-31T16:43:06,email,closed,normal,order_status,Tracking not updating,ord_049596,prod_00056,2026-05-31T11:35:00,2026-05-31T17:41:00,461,3,human
tkt_00689,cust_015753,2025-10-30T10:26:43,email,resolved,high,returns_exchanges,Exchange for different size,ord_032037,prod_00001,2025-10-30T13:35:00,2025-10-30T22:52:00,772,,human
tkt_00690,cust_006042,2025-12-11T14:56:06,chat,resolved,high,returns_exchanges,Return label not working,ord_037107,prod_00013,2025-12-11T10:04:00,2025-12-11T10:20:00,20,,bot
tkt_00691,cust_004359,2025-08-20T11:42:16,email,resolved,normal,product_quality,Stitching coming loose,ord_027040,prod_00022,2025-08-20T10:04:00,2025-08-20T10:28:00,28,,bot
tkt_00692,cust_010746,2025-12-08T10:12:16,email,resolved,low,discount_code,Applied wrong code,ord_034589,prod_00013,2025-12-08T10:02:00,2025-12-08T10:07:00,7,4,bot
tkt_00693,cust_011222,2025-05-04T11:14:59,email,resolved,low,returns_exchanges,Exchange for different size,ord_020497,prod_00036,2025-05-04T13:49:00,2025-05-04T17:37:00,457,,human
tkt_00694,cust_002197,2024-10-05T10:54:59,email,resolved,high,order_status,Tracking not updating,ord_006224,prod_00006,2024-10-05T13:08:00,2024-10-05T23:52:00,1372,,human
tkt_00695,cust_016428,2025-11-26T09:41:58,chat,resolved,normal,drop_restock,Restock notification,ord_033838,prod_00032,2025-11-26T10:04:00,2025-11-26T10:18:00,18,2,bot
tkt_00696,cust_019886,2026-03-11T20:40:54,chat,resolved,normal,discount_code,Discount code not working,ord_043866,prod_00035,2026-03-11T12:51:00,2026-03-11T13:22:00,202,,human
tkt_00697,cust_009826,2025-06-14T21:13:26,chat,resolved,low,discount_code,Code expired before I could use it,ord_022564,prod_00016,2025-06-14T12:20:00,2025-06-14T23:39:00,1239,,human
tkt_00698,cust_006906,2024-11-29T14:05:54,chat,resolved,high,order_status,Tracking not updating,ord_010880,prod_00001,2024-11-29T13:23:00,2024-11-29T23:34:00,1414,,human
tkt_00699,cust_012074,2026-03-04T10:05:04,email,resolved,normal,drop_restock,Will there be more sizes?,ord_043304,prod_00043,2026-03-04T10:02:00,2026-03-04T10:15:00,15,,bot
tkt_00700,cust_008008,2025-03-30T20:53:55,chat,resolved,low,returns_exchanges,Want to return Canvas Trainer,ord_018701,prod_00036,2025-03-30T10:01:00,2025-03-30T10:18:00,18,,bot
tkt_00701,cust_010425,2025-12-27T17:00:26,email,resolved,high,returns_exchanges,Exchange for different size,ord_037863,prod_00029,2025-12-27T10:04:00,2025-12-27T10:11:00,11,,bot
tkt_00702,cust_003850,2025-07-18T08:46:10,chat,resolved,high,drop_restock,Restock notification,ord_024966,prod_00006,2025-07-18T10:01:00,2025-07-18T10:08:00,8,,bot
tkt_00703,cust_019075,2026-02-11T11:55:53,email,resolved,normal,product_quality,Colour faded after wash,ord_041687,prod_00051,2026-02-11T10:33:00,2026-02-11T23:37:00,1237,,human
tkt_00704,cust_001999,2024-12-24T09:30:22,email,resolved,high,sizing_fit,Varsity Tee doesn't fit right,ord_012602,prod_00024,2024-12-24T10:03:00,2024-12-24T10:14:00,14,,bot
tkt_00705,cust_016842,2026-01-06T10:19:26,instagram_dm,resolved,normal,returns_exchanges,Return label not working,ord_038313,prod_00014,2026-01-06T10:03:00,2026-01-06T10:18:00,18,,bot
tkt_00707,cust_001445,2025-10-28T15:47:13,email,resolved,normal,returns_exchanges,Return label not working,ord_032064,prod_00003,2025-10-28T11:08:00,2025-10-28T23:18:00,1278,4,human
tkt_00708,cust_010862,2025-06-23T13:28:49,email,resolved,normal,returns_exchanges,How do I return?,ord_023354,prod_00032,2025-06-23T11:22:00,2025-06-23T21:57:00,717,5,human
tkt_00709,cust_003348,2024-09-10T15:08:11,email,resolved,low,discount_code,Discount code not working,ord_004497,prod_00010,2024-09-10T10:04:00,2024-09-10T10:10:00,10,,bot
tkt_00710,cust_002660,2024-12-12T15:30:47,chat,resolved,low,order_status,No delivery update for Mid Runner Trainer,ord_011378,prod_00026,2024-12-12T10:03:00,2024-12-12T10:15:00,15,,bot
tkt_00711,cust_005846,2024-11-16T21:16:03,email,resolved,normal,drop_restock,Next drop date?,ord_008973,prod_00016,2024-11-16T10:04:00,2024-11-16T10:23:00,23,,bot
tkt_00712,cust_019278,2026-02-10T08:04:28,chat,resolved,normal,order_status,Order hasn't arrived,ord_041382,prod_00031,2026-02-10T13:45:00,2026-02-10T23:53:00,833,3,human
tkt_00713,cust_003568,2024-11-26T08:18:29,chat,resolved,low,product_quality,Colour faded after wash,ord_009454,prod_00014,2024-11-26T10:01:00,2024-11-26T10:22:00,22,,bot
tkt_00714,cust_008682,2025-03-13T18:14:27,email,resolved,normal,order_status,Where's my order?,ord_017640,prod_00009,2025-03-13T10:02:00,2025-03-13T10:26:00,26,5,bot
tkt_00715,cust_016379,2026-03-13T11:24:19,chat,resolved,low,sizing_fit,Arch Logo Tee doesn't fit right,ord_043576,prod_00009,2026-03-13T13:08:00,2026-03-13T23:05:00,965,,human
tkt_00716,cust_003550,2024-11-01T13:05:25,email,closed,normal,order_status,Where's my order?,ord_007827,prod_00006,2024-11-01T13:17:00,2024-11-01T23:37:00,1057,2,human
tkt_00717,cust_001140,2024-07-02T09:31:39,instagram_dm,resolved,normal,product_quality,Colour faded after wash,ord_001361,prod_00006,2024-07-02T10:02:00,2024-07-02T10:09:00,9,,bot
tkt_00718,cust_010930,2026-02-28T09:23:13,email,resolved,low,order_status,Where's my order?,ord_042655,prod_00029,2026-02-28T12:41:00,2026-02-28T21:38:00,698,,human
tkt_00719,cust_007396,2025-03-13T10:46:21,email,resolved,high,product_quality,Print peeling,ord_017856,prod_00031,2025-03-13T12:11:00,2025-03-13T18:50:00,530,,human
tkt_00720,cust_000583,2024-07-05T12:01:43,chat,resolved,normal,order_status,Tracking not updating,ord_001684,prod_00019,2024-07-05T10:50:00,2024-07-05T20:43:00,643,,human
tkt_00721,cust_006651,2025-12-09T08:15:35,email,resolved,high,discount_code,Can I get a code?,ord_035692,prod_00012,2025-12-09T10:03:00,2025-12-09T10:10:00,10,,bot
tkt_00722,cust_009956,2025-03-21T13:19:16,email,resolved,normal,order_status,No delivery update for Boxy Crop Tee,ord_017595,prod_00018,2025-03-21T13:44:00,2025-03-21T18:54:00,534,4,human
tkt_00723,cust_013984,2025-10-16T13:31:31,email,resolved,normal,product_quality,Print peeling,ord_030688,prod_00001,2025-10-16T11:07:00,2025-10-16T17:13:00,433,4,human
tkt_00724,cust_009118,2025-06-23T15:44:37,email,resolved,normal,product_quality,Print peeling,ord_024028,prod_00032,2025-06-23T12:53:00,2025-06-23T23:29:00,1109,4,human
tkt_00725,cust_007213,2026-05-20T08:31:56,chat,resolved,normal,order_status,Tracking not updating,ord_048457,prod_00024,2026-05-20T11:40:00,2026-05-20T21:23:00,683,,human
tkt_00726,cust_002510,2024-09-03T10:33:52,email,resolved,low,sizing_fit,Is the Slim Sweatpants true to size?,ord_004115,prod_00008,2024-09-03T12:57:00,2024-09-03T23:02:00,1382,,human
tkt_00727,cust_009287,2025-04-11T13:22:38,instagram_dm,resolved,normal,returns_exchanges,Return label not working,ord_019079,prod_00005,2025-04-11T13:59:00,2025-04-11T23:06:00,1266,,human
tkt_00728,cust_017984,2026-01-04T15:44:52,email,resolved,low,discount_code,Can I get a code?,ord_037861,prod_00041,2026-01-04T13:48:00,2026-01-04T11:04:00,64,,human
tkt_00729,cust_008962,2025-04-21T21:31:52,email,resolved,normal,sizing_fit,Varsity Tee doesn't fit right,ord_019712,prod_00024,2025-04-21T12:07:00,2025-04-21T12:43:00,163,,human
tkt_00730,cust_018517,2026-01-18T12:42:32,chat,closed,normal,discount_code,Discount code not working,ord_039307,prod_00014,2026-01-18T10:44:00,2026-01-18T23:09:00,849,,human
tkt_00731,cust_002778,2025-10-13T17:26:43,instagram_dm,resolved,normal,order_status,Order hasn't arrived,ord_030920,prod_00017,2025-10-13T10:38:00,2025-10-13T20:35:00,635,,human
tkt_00732,cust_010786,2025-12-02T20:57:15,email,resolved,normal,order_status,Where's my order?,ord_034358,prod_00026,2025-12-02T12:45:00,2025-12-02T19:02:00,542,5,human
tkt_00733,cust_000272,2024-07-03T17:37:37,instagram_dm,resolved,normal,returns_exchanges,Return label not working,ord_001477,prod_00005,2024-07-03T10:01:00,2024-07-03T10:25:00,25,3,bot
tkt_00734,cust_000633,2024-10-14T20:27:03,chat,resolved,low,sizing_fit,Brushed Sweatpants doesn't fit right,ord_007133,prod_00023,2024-10-14T10:04:00,2024-10-14T10:18:00,18,4,bot
tkt_00735,cust_004988,2025-01-19T20:10:56,email,resolved,normal,product_quality,Stitching coming loose,ord_013857,prod_00001,2025-01-19T10:04:00,2025-01-19T10:11:00,11,,bot
tkt_00736,cust_001592,2026-05-26T16:49:38,chat,closed,high,order_status,Where's my order?,ord_048820,prod_00012,2026-05-26T11:44:00,2026-05-26T23:29:00,1109,4,human
tkt_00737,cust_008849,2025-11-02T21:56:32,chat,resolved,normal,drop_restock,Will there be more sizes?,ord_031976,prod_00005,2025-11-02T10:04:00,2025-11-02T10:14:00,14,,bot
tkt_00738,cust_004559,2026-02-12T10:06:30,chat,resolved,low,sizing_fit,Size exchange needed,ord_041361,prod_00043,2026-02-12T10:03:00,2026-02-12T10:13:00,13,,bot
tkt_00739,cust_014968,2026-01-13T12:40:47,chat,resolved,low,sizing_fit,Is the Winter Logo Tee true to size?,ord_039184,prod_00031,2026-01-13T10:03:00,2026-01-13T10:29:00,29,3,bot
